teamkitid,chestbadge,shortsnumberplacementcode,shortsnumbercolorprimg,teamcolorsecb,shortsrenderingdetailmaptype,jerseyfrontnumberplacementcode,jerseynumbercolorsecr,jerseynumbercolorprimr,jerseynumbercolorprimg,shortsnumbercolorsecb,teamcolorprimg,shortsnumbercolorterb,shortsnumbercolorprimr,teamcolortertb,jerseynumbercolorterg,jerseynameoutlinecolorr,shortsnumbercolorprimb,jerseynamelayouttype,jerseynumbercolorterr,jerseyrightsleevebadge,jerseynumbercolorprimb,jerseyshapestyle,jerseybacknameplacementcode,teamcolorprimr,jerseynamecolorg,jerseyleftsleevebadge,jerseynameoutlinecolorb,teamcolorsecg,shortsnumbercolorsecg,teamcolortertr,jerseynumbercolorsecg,renderingmaterialtype,shortsnumbercolorterr,teamcolorsecr,jerseycollargeometrytype,shortsnumbercolorterg,jerseynamecolorr,teamcolorprimb,jerseyrenderingdetailmaptype,jerseynameoutlinecolorg,jerseynumbercolorsecb,jerseynamecolorb,jerseynumbercolorterb,teamcolortertg,shortsnumbercolorsecr,jerseybacknamefontcase,teamkittypetechid,powid,isinheritbasedetailmap,islocked,numberfonttype,shortstemplateindex,jerseynamefonttype,teamcolorprimpercent,isgeneric,teamcolorsecpercent,year,jerseytemplateindex,captainarmband,teamtechid,isembargoed,hasadvertisingkit,jerseynameoutlinewidth,dlc,teamcolortertpercent,armbandtype,shortsnumberfonttype,shortstyle,jerseyfit,sockstemplateindex,jerseyrestriction
3154,351,1,220,192,0,0,12,220,220,220,35,12,220,100,12,220,220,0,12,0,220,0,1,66,220,0,220,73,220,69,12,0,12,133,0,12,220,96,0,220,12,220,12,37,220,0,0,-1,0,0,27,0,29,77,0,12,0,0,351,111399,0,1,0,0,93,0,27,2,0,0,0
3155,351,1,13,220,0,0,220,73,13,103,192,103,73,225,220,73,103,0,220,0,103,0,1,212,13,0,103,192,13,217,220,0,73,212,0,13,73,220,0,13,220,103,220,196,73,0,1,-1,0,0,27,0,29,90,0,90,0,0,351,111399,0,1,0,0,93,0,27,0,0,0,0
4417,351,1,12,28,0,0,220,12,12,12,172,220,12,119,220,12,12,0,220,0,12,0,1,205,12,0,12,28,12,201,220,0,220,28,0,220,12,125,0,12,220,12,220,168,12,0,2,-1,0,0,27,0,29,84,0,7,0,0,351,111399,0,1,0,0,99,0,27,0,0,0,0
3156,351,1,220,70,0,0,12,220,220,220,149,220,220,71,12,220,220,0,12,0,220,0,1,72,220,0,220,36,220,22,12,0,220,21,0,220,220,209,0,220,12,220,12,37,220,0,0,-1,0,0,27,0,29,88,0,9,0,0,351,111400,0,0,0,0,97,0,27,0,0,0,0
3157,351,1,220,226,0,0,220,9,47,220,229,12,220,208,220,220,220,0,220,0,87,0,1,228,47,0,220,197,220,70,220,0,12,174,0,12,9,231,0,220,220,87,220,147,220,0,1,-1,0,0,27,0,29,89,0,7,0,0,351,111400,0,0,0,0,94,0,27,0,0,0,0
4418,351,1,47,50,0,0,220,9,47,87,231,220,9,22,220,220,87,0,220,0,87,0,1,206,47,0,220,0,47,207,220,0,220,153,0,220,9,23,0,220,220,87,220,232,9,0,2,-1,0,0,27,0,29,58,0,38,0,0,351,111400,0,0,0,0,75,0,27,0,0,0,0
1336,0,1,49,61,0,0,142,142,49,59,231,59,142,231,49,142,59,0,142,32,59,0,1,231,49,0,59,53,49,231,49,0,142,151,0,49,142,231,0,49,59,59,59,231,142,0,0,0,0,0,207,0,22,84,0,12,0,0,76,111433,0,0,0,0,96,0,213,0,0,0,0
1337,0,1,220,231,0,0,220,220,220,220,56,220,220,65,220,220,220,0,220,32,220,0,1,155,220,0,220,231,220,157,220,0,220,231,0,220,220,65,0,220,220,220,220,56,220,0,1,0,0,0,207,0,22,83,0,13,0,0,76,111433,0,0,0,0,97,0,213,0,0,0,0
3789,0,1,237,49,0,0,228,228,237,182,84,182,228,89,237,228,182,0,228,32,182,0,1,84,237,0,182,45,237,85,237,0,228,43,0,237,228,88,0,237,182,182,182,85,228,0,2,0,0,0,207,0,22,67,0,25,0,0,76,111433,0,0,0,0,91,0,207,0,0,0,0
8437,0,1,220,41,0,0,12,220,220,12,138,12,220,43,12,12,220,0,12,31,220,0,1,136,220,0,12,8,12,228,12,0,12,214,0,12,220,141,0,12,12,220,12,3,12,0,0,0,0,0,207,0,22,77,0,21,0,5,31,111434,0,0,2,0,80,0,213,0,0,0,0
8438,0,1,12,231,0,0,220,12,12,220,231,220,12,230,220,220,12,0,220,31,12,0,1,231,12,0,220,231,220,230,220,0,220,231,8,220,12,231,0,220,220,12,220,230,220,0,1,0,0,0,207,0,22,95,0,95,0,5,31,111434,0,0,2,0,96,0,213,0,0,0,0
8439,0,1,12,108,0,0,220,12,12,12,79,12,12,27,12,12,12,0,12,31,12,0,1,232,12,0,12,187,12,233,220,0,12,143,19,12,12,27,0,12,220,12,12,79,12,0,2,0,0,0,207,0,22,79,0,12,0,0,31,111434,0,0,2,0,99,0,213,0,0,0,0
13357,0,1,128,30,0,0,12,128,128,12,30,12,128,29,12,12,128,0,12,31,128,0,1,30,128,0,12,30,12,29,12,0,12,30,11,12,128,30,0,12,12,128,12,29,12,0,3,0,0,0,207,0,22,94,0,94,0,5,31,111434,0,0,2,0,92,0,213,0,0,0,0
13227,0,1,12,230,0,1,12,12,12,12,230,12,12,231,12,12,12,0,12,0,12,0,1,230,12,0,12,230,12,231,12,0,12,230,7,12,12,230,0,12,12,12,12,231,12,0,0,0,0,0,62,0,1,96,0,96,0,0,78,111462,0,0,0,0,97,0,62,0,0,0,1
13228,0,1,12,46,0,1,12,12,12,12,208,12,12,46,12,12,12,0,12,0,12,0,1,253,12,0,12,208,12,254,12,0,12,253,7,12,12,46,0,12,12,12,12,210,12,0,1,0,0,0,62,0,1,92,0,92,0,0,78,111462,0,0,0,0,97,0,62,0,0,0,1
13229,0,1,220,231,0,1,220,220,220,220,82,220,220,120,220,220,220,0,220,0,220,0,1,120,220,0,220,231,220,122,220,0,220,231,0,220,220,118,0,220,220,220,220,84,220,0,2,0,0,0,1,0,1,94,0,5,0,0,78,111462,0,0,0,0,99,0,1,0,0,0,1
13165,0,1,220,38,0,1,78,220,220,34,26,220,220,39,220,220,220,0,220,0,220,0,1,135,220,0,220,26,22,136,22,0,220,135,0,220,220,38,0,220,34,220,220,26,78,0,0,0,0,0,241,0,121,98,0,98,0,0,78,111527,0,0,0,0,93,0,242,0,0,0,0
13166,0,1,44,210,0,1,220,144,44,220,218,78,144,225,44,144,78,0,144,0,78,0,1,221,44,0,78,218,220,225,220,0,144,221,0,44,144,210,0,44,220,78,78,225,220,0,1,0,0,0,241,0,121,99,0,99,0,0,78,111527,0,0,0,0,99,0,242,7,0,0,0
13167,0,1,44,75,0,1,220,144,44,78,227,78,144,80,44,144,78,0,144,0,78,0,1,246,44,0,78,227,44,254,220,0,144,246,0,44,144,75,0,44,220,78,78,244,144,0,2,0,0,0,241,0,121,99,0,99,0,0,78,111527,0,0,0,0,100,0,242,7,0,0,0
17741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,111592,0,0,0,0,0,0,0,0,0,0,0
1338,0,0,220,53,0,0,220,220,220,220,30,220,220,230,220,220,220,0,220,56,220,0,0,30,220,0,220,157,220,230,220,0,220,0,0,220,220,30,0,220,220,220,220,230,220,0,0,0,0,0,12,0,1,52,0,40,0,0,76,111594,0,0,0,0,94,0,12,0,0,0,0
1339,0,0,12,51,0,0,12,12,12,12,231,12,12,230,12,12,12,0,12,56,12,0,0,231,12,0,12,33,12,230,12,0,12,23,0,12,12,231,0,12,12,12,12,230,12,0,1,0,0,0,12,0,1,83,0,7,0,0,76,111594,0,0,0,0,94,0,12,0,0,0,0
5702,0,0,220,221,0,0,220,220,220,220,37,220,220,65,220,220,220,0,220,56,220,0,0,248,220,0,220,221,220,247,220,0,220,222,0,220,220,65,0,220,220,220,220,37,220,0,2,0,0,0,12,0,1,85,0,14,0,1,76,111594,0,0,0,0,91,0,1,0,0,0,0
1340,0,1,12,230,0,0,12,12,12,12,230,12,12,231,12,220,12,0,12,0,12,0,1,230,12,0,220,230,12,231,12,0,12,230,0,12,12,230,0,220,12,12,12,231,12,0,0,0,0,0,182,0,96,97,0,97,0,0,100,111596,0,0,0,0,98,1,182,0,0,0,1
5225,0,1,220,167,0,0,220,220,220,220,147,220,220,206,220,220,220,0,220,0,220,0,1,110,220,0,220,110,220,111,220,0,220,74,0,220,220,204,0,220,220,220,220,148,220,0,2,0,0,0,182,0,96,54,0,39,0,0,100,111596,0,0,0,0,96,1,182,0,0,0,0
11904,0,1,220,24,0,0,220,220,220,220,27,220,220,30,220,220,220,0,220,0,220,0,1,224,220,2149,220,185,220,30,220,0,220,254,22,220,220,36,0,220,220,220,220,30,220,0,0,-1,0,0,5,0,1,65,0,32,0,0,0,111629,0,0,0,0,99,0,5,0,0,0,0
11905,0,1,12,22,0,0,12,12,12,12,227,12,12,227,12,12,12,0,12,0,12,0,1,228,12,2149,12,8,12,227,12,0,12,252,7,12,12,224,0,12,12,12,12,227,12,0,1,-1,0,0,5,0,1,81,0,5,0,0,0,111629,0,0,0,0,96,0,5,0,0,0,0
11906,0,1,220,227,0,1,220,220,220,220,106,220,220,226,220,220,220,0,220,0,220,0,1,66,220,2149,220,106,220,67,220,0,220,66,0,220,220,227,0,220,220,220,220,107,220,0,2,-1,0,0,5,0,1,96,0,96,0,0,0,111629,0,0,0,0,93,0,5,0,0,0,0
16129,0,1,220,228,0,0,220,220,220,220,34,220,220,30,220,220,220,0,220,0,220,0,1,34,220,2149,220,228,220,30,220,0,220,228,7,220,220,34,0,220,220,220,220,30,220,0,0,-1,0,0,5,0,6,89,0,6,0,0,0,111633,0,0,0,0,97,0,5,0,0,0,0
16130,0,1,12,67,0,0,12,12,12,12,221,12,12,231,12,12,12,0,12,0,12,0,1,220,12,2149,12,149,12,231,12,0,12,2,7,12,12,221,0,12,12,12,12,231,12,0,1,-1,0,0,5,0,6,85,0,7,0,0,0,111633,0,0,0,0,97,1,5,0,0,0,0
16131,0,1,12,29,0,0,12,12,12,12,243,12,12,0,12,12,12,0,12,0,12,0,1,254,12,2149,12,30,12,254,12,0,12,30,0,12,12,0,0,12,12,12,12,243,12,0,2,-1,0,0,5,0,6,91,0,7,0,0,85,111633,0,0,0,0,80,0,5,0,0,0,0
1910,0,1,220,47,0,0,220,220,220,220,33,220,220,51,220,220,220,0,220,0,220,0,1,123,220,39,220,33,220,78,220,0,220,123,7,220,220,47,0,220,220,220,220,42,220,0,0,-1,0,0,182,0,96,99,0,99,0,9,100,111651,0,0,0,0,90,0,182,0,0,0,1
3930,0,1,12,43,0,0,117,117,12,28,228,28,117,231,12,0,28,0,117,0,28,0,1,228,12,39,0,35,12,231,12,0,117,137,7,12,117,228,0,0,28,28,28,231,117,0,1,-1,0,0,182,0,96,85,0,9,0,4,100,111651,0,0,0,0,90,1,182,0,0,0,1
3934,0,1,220,230,0,0,220,220,220,220,55,220,220,136,220,220,220,0,220,0,220,0,1,130,220,39,220,230,220,160,220,0,220,231,0,220,220,121,0,220,220,220,220,57,220,0,2,-1,0,0,182,0,96,93,0,5,0,10,100,111651,0,0,0,0,97,0,182,0,0,0,1
6671,0,1,79,39,0,0,220,1,79,220,202,220,1,34,220,220,134,0,220,32,134,0,1,252,79,0,220,202,220,254,220,0,220,252,11,220,1,39,0,220,220,134,220,210,220,0,0,0,0,0,2,0,1,96,0,96,0,5,76,111657,0,0,2,0,92,0,2,0,0,0,0
6672,0,1,12,203,0,0,193,12,12,153,231,153,12,228,178,193,12,0,193,32,12,0,1,223,12,0,153,207,178,228,178,0,193,159,8,178,12,229,0,178,153,12,153,228,193,0,1,0,0,0,2,0,1,92,0,6,0,5,76,111657,0,0,2,0,95,0,2,0,0,0,0
6673,0,1,12,230,0,0,220,12,12,220,186,220,12,177,220,220,12,0,220,32,12,0,1,41,12,0,220,230,220,40,220,0,220,229,25,220,12,174,0,220,220,12,220,190,220,0,2,0,0,0,2,0,1,91,0,7,0,5,76,111657,0,0,2,0,96,0,2,0,0,0,0
10292,0,1,170,57,0,0,129,252,170,22,42,22,252,57,43,252,22,0,129,17,22,0,1,124,170,0,22,42,170,126,43,0,252,124,0,170,252,57,0,170,60,22,60,42,252,0,0,0,0,0,205,0,19,95,0,95,0,9,76,111659,0,0,0,0,95,0,205,0,0,0,0
10293,0,1,7,52,0,0,216,148,7,32,164,32,148,49,152,148,32,0,216,17,32,0,1,226,7,0,32,164,7,224,152,0,148,226,0,7,148,52,0,7,46,32,46,158,148,0,1,0,0,0,205,0,19,98,0,98,0,9,76,111659,0,0,0,0,94,0,205,0,0,0,0
10294,0,1,12,192,0,0,221,12,12,12,198,12,12,156,220,12,12,0,220,17,12,0,1,202,12,0,12,198,12,221,196,0,12,202,0,12,12,192,0,12,155,12,220,196,12,0,2,0,0,0,205,0,19,100,0,100,0,1,76,111659,0,0,0,0,94,0,205,0,0,0,0
3162,0,0,220,232,0,0,220,220,220,220,30,12,220,29,12,12,220,0,12,0,220,0,1,30,220,350,12,232,220,29,220,0,12,232,0,12,220,32,0,12,220,220,12,29,220,0,0,-1,0,0,51,0,6,87,0,12,0,0,76,111674,0,0,2,0,100,0,51,7,0,0,0
3163,0,0,12,34,0,0,12,12,12,12,204,220,12,171,220,220,12,0,220,0,12,0,1,233,12,350,220,33,12,233,12,0,220,33,19,220,12,173,0,220,12,12,220,203,12,0,1,-1,0,0,51,0,6,84,0,15,0,0,76,111674,0,0,2,0,92,0,51,0,0,0,0
5241,0,0,220,209,0,0,220,220,220,220,202,12,220,235,12,12,220,0,12,0,220,0,1,147,220,350,12,171,220,149,220,0,12,103,0,12,220,234,0,12,220,220,12,203,220,0,2,-1,0,0,51,0,6,91,0,8,0,0,76,111674,0,0,2,0,100,0,51,0,0,0,0
3164,0,1,220,230,0,0,220,220,220,220,66,147,220,175,63,220,220,0,92,0,220,0,1,109,220,0,220,230,220,109,220,0,92,230,0,63,220,175,0,220,220,220,147,65,220,0,0,0,0,0,94,0,1,82,0,16,0,8,76,111701,0,0,0,0,88,0,94,0,0,0,0
3165,0,1,62,185,0,0,220,90,62,220,231,220,90,230,220,90,144,0,220,0,144,0,1,231,62,0,144,64,220,230,220,0,220,116,0,220,90,231,0,62,220,144,220,230,220,0,1,0,0,0,94,0,1,83,0,15,0,8,76,111701,0,0,0,0,89,0,94,0,0,0,0
10432,0,1,220,108,0,0,12,220,220,12,30,12,220,30,12,220,220,0,12,0,220,0,1,30,220,0,220,106,12,30,12,0,12,104,0,12,220,30,0,220,12,220,12,30,12,0,2,0,0,0,94,0,1,83,0,13,0,9,76,111701,0,0,0,0,100,1,94,0,0,0,0
3166,0,0,220,30,0,0,220,220,220,220,35,220,220,29,12,220,220,0,12,56,220,0,1,227,220,0,220,30,220,29,220,0,220,30,7,220,220,48,0,220,220,220,12,29,220,0,0,0,0,0,12,0,1,69,0,27,0,0,100,111705,0,0,0,0,95,0,12,0,0,0,0
3167,0,0,12,253,0,0,12,12,12,12,250,12,12,0,12,12,12,0,12,56,12,0,1,249,12,0,12,250,12,0,12,0,12,249,0,12,12,253,0,12,12,12,12,0,12,0,1,0,0,0,12,0,1,97,0,97,0,8,100,111705,0,0,0,0,97,0,12,0,0,0,0
5737,0,0,12,81,0,0,12,12,12,12,229,12,12,81,12,12,12,0,12,56,12,0,1,245,12,0,12,229,12,245,12,0,12,245,0,12,12,81,0,12,12,12,12,229,12,0,2,0,0,0,12,0,1,100,0,100,0,0,86,111705,0,0,0,0,100,0,12,0,0,0,0
5967,0,1,220,229,0,0,220,220,220,220,52,220,220,138,220,220,220,0,220,353,220,0,1,5,220,353,220,227,220,5,220,0,220,227,19,220,220,138,0,220,220,220,220,52,220,0,0,0,0,0,233,0,1,86,0,8,0,0,76,111706,0,0,0,0,91,0,233,0,0,0,0
5968,0,1,36,156,0,0,23,23,36,104,231,104,23,232,36,23,104,0,23,353,104,0,1,231,36,353,104,159,36,232,36,0,23,158,19,36,23,231,0,36,104,104,104,232,23,0,1,0,0,0,233,0,1,79,0,7,0,0,76,111706,0,0,0,0,90,0,233,0,0,0,0
5969,0,1,220,31,0,0,220,220,220,220,31,220,220,31,220,0,220,0,220,353,220,0,1,31,220,0,0,31,220,31,220,0,220,31,0,220,220,31,0,0,220,220,220,31,220,0,2,0,0,0,1,0,1,100,0,100,0,0,76,111706,0,0,0,0,100,0,1,0,0,0,0
6799,0,1,209,67,0,0,239,239,209,67,79,67,239,79,209,239,67,0,239,353,67,0,1,47,209,0,67,209,209,47,209,0,239,242,19,209,239,78,0,209,67,67,67,79,239,0,0,0,0,0,2,0,1,73,0,22,0,10,84,111707,0,0,0,0,95,0,2,0,0,1,0
6800,0,1,209,76,0,0,12,12,12,67,210,67,239,29,12,12,67,0,12,353,12,0,1,240,12,0,12,80,209,29,12,0,239,47,19,209,12,67,0,12,12,12,12,29,239,0,1,0,0,0,2,0,1,80,0,9,0,10,84,111707,0,0,0,0,50,0,2,0,0,1,0
6801,0,1,12,217,0,0,12,12,12,12,174,12,12,207,12,12,12,0,12,353,12,0,1,112,12,0,12,216,12,113,12,0,12,215,0,12,12,207,0,12,12,12,12,174,12,0,2,0,0,0,2,0,1,94,0,5,0,0,76,111707,0,0,0,0,91,0,2,0,0,0,0
7417,0,1,12,211,0,0,12,12,12,12,231,12,12,231,12,12,12,0,12,353,12,0,1,231,12,353,12,154,12,231,12,0,12,8,0,12,12,231,0,12,12,12,12,231,12,0,0,0,0,0,11,0,1,48,0,44,0,0,85,111708,0,1,0,0,98,0,11,2,0,0,0
7418,0,1,220,247,0,0,220,220,220,220,37,220,220,29,220,220,220,0,220,353,220,0,1,37,220,353,220,130,220,29,220,0,220,0,9,220,220,37,0,220,220,220,220,29,220,0,1,0,0,0,11,0,1,56,0,38,0,0,85,111708,0,1,0,0,98,0,11,2,0,0,0
7419,0,1,12,134,0,0,12,12,12,12,216,12,12,128,12,12,12,0,12,353,12,0,1,218,12,0,12,216,12,217,12,0,12,218,0,12,12,134,0,12,12,12,12,215,12,0,2,0,0,0,6,1,1,100,0,100,0,1,76,111708,0,0,0,0,100,0,6,0,0,0,0
6696,0,1,227,30,0,0,63,63,77,46,207,46,231,29,77,63,46,0,63,353,57,0,1,237,77,353,57,53,227,22,77,0,231,23,2,227,63,1,0,77,57,57,57,51,231,0,0,0,0,0,1,0,1,91,0,7,0,0,84,111710,0,0,0,0,94,0,1,0,0,0,0
6697,0,1,221,27,0,0,220,220,220,0,39,0,255,29,220,220,0,0,220,353,220,0,1,20,220,353,220,39,221,22,220,0,255,20,0,221,220,27,0,220,220,220,220,51,255,0,1,0,0,0,1,0,1,93,0,93,0,0,84,111710,0,0,0,0,94,0,1,0,0,0,0
6698,0,1,220,22,0,0,220,220,220,220,110,220,220,194,220,220,220,0,220,353,220,0,1,75,220,0,220,21,220,74,220,0,220,21,0,220,220,196,0,220,220,220,220,109,220,0,2,0,0,0,1,0,1,91,0,7,0,0,76,111710,0,0,0,0,93,0,1,0,0,0,0
6802,0,1,220,5,0,0,213,213,38,220,231,220,220,4,38,213,220,0,213,353,16,0,1,231,38,0,16,27,220,215,38,0,220,209,11,220,213,231,0,38,16,16,16,27,220,0,0,0,0,0,2,0,1,70,0,28,0,0,76,111711,0,0,0,0,99,0,2,0,0,0,0
6803,0,1,220,229,0,0,220,220,220,220,31,220,220,4,220,220,220,0,220,353,220,0,1,205,220,0,220,229,220,215,220,0,220,230,0,220,220,14,0,220,220,220,220,27,220,0,1,0,0,0,2,0,1,91,0,5,0,0,76,111711,0,0,0,0,99,0,2,0,0,0,0
6804,0,1,220,6,0,0,12,220,220,220,29,220,220,28,220,0,220,0,220,353,220,0,1,29,220,0,0,6,220,28,12,0,220,235,0,220,220,29,0,0,12,220,220,28,220,0,2,0,0,0,94,0,1,85,0,14,0,0,76,111711,0,0,0,0,80,0,5,0,0,0,0
5970,0,1,220,30,0,0,220,220,220,220,165,220,220,30,220,220,220,0,220,353,220,0,1,76,220,353,220,30,220,30,220,0,220,30,2,220,220,145,0,220,220,220,220,30,220,0,0,0,0,0,3,0,1,52,0,43,0,0,76,111713,0,0,0,0,93,0,3,0,0,0,0
5971,0,1,12,31,0,0,12,12,12,12,231,12,12,231,12,12,12,0,12,353,12,0,1,231,12,353,12,31,12,231,12,0,12,31,2,12,12,230,0,12,12,12,12,231,12,0,1,0,0,0,3,0,1,74,0,15,0,0,76,111713,0,0,0,0,93,1,3,0,0,0,0
5972,0,1,220,100,0,0,220,220,220,220,156,220,220,100,220,220,220,0,220,353,220,0,1,79,220,0,220,199,220,72,220,0,220,117,0,220,220,101,0,220,220,220,220,148,220,0,2,0,0,0,3,1,1,78,0,21,0,9,76,111713,0,0,0,0,91,0,3,0,0,1,0
5973,0,1,220,58,0,0,220,220,220,220,52,220,220,80,220,220,220,0,220,353,220,0,1,44,220,0,220,32,220,44,220,0,220,208,0,220,220,79,0,220,220,220,220,53,220,0,0,0,0,0,13,0,1,84,0,13,0,0,76,111715,0,0,0,0,99,0,13,0,0,1,0
5974,0,1,74,225,0,0,39,39,74,146,225,146,39,231,74,39,146,0,39,353,146,0,1,225,74,0,146,225,74,231,74,0,39,225,2,74,39,225,0,74,146,146,146,231,39,0,1,0,0,0,13,0,1,97,0,97,0,0,76,111715,0,0,0,0,99,0,13,0,0,1,0
5975,0,1,220,90,0,0,220,220,220,220,148,220,220,89,220,220,220,0,220,353,220,0,1,46,220,0,220,148,220,45,220,0,220,46,0,220,220,90,0,220,220,220,220,147,220,0,2,0,0,0,13,0,1,100,0,100,0,0,84,111715,0,0,1,0,99,0,13,0,0,0,0
5976,0,1,220,44,0,0,52,52,59,220,231,220,220,109,59,52,220,0,52,353,95,0,1,231,59,353,95,29,220,7,59,0,220,183,7,220,52,231,0,59,95,95,95,38,220,0,0,0,0,0,12,0,5,68,0,26,0,0,76,111716,0,0,0,0,96,0,12,0,0,0,0
5977,0,1,220,49,0,0,220,220,220,220,42,220,220,120,220,220,220,0,220,353,220,0,1,25,220,353,220,41,220,4,220,0,220,164,7,220,220,116,0,220,220,220,220,39,220,0,1,0,0,0,12,0,5,51,0,20,0,0,76,111716,0,0,0,0,96,0,12,0,0,0,0
5978,0,1,220,161,0,0,220,220,220,220,167,12,220,227,12,0,220,0,12,353,220,0,1,104,220,0,0,96,220,108,220,0,12,20,0,12,220,223,0,0,220,220,12,171,220,0,2,0,0,0,12,0,5,66,0,31,0,0,76,111716,0,0,2,0,75,0,12,0,0,0,0
7815,0,1,88,172,0,0,244,45,88,161,121,161,45,45,88,45,161,0,45,0,161,0,1,225,88,2012,161,96,88,225,117,0,45,1,7,88,45,62,0,88,57,161,161,100,45,0,0,0,0,0,170,0,103,73,0,16,0,6,100,111724,0,0,0,0,97,0,215,0,0,0,0
7816,0,1,220,47,0,0,220,45,88,161,231,161,220,175,88,45,220,0,45,0,161,0,1,231,88,2012,161,103,88,0,220,0,45,230,0,88,45,231,0,88,220,161,161,99,45,0,1,0,0,0,170,0,103,81,0,9,0,6,100,111724,0,0,0,0,100,0,215,0,0,0,0
7817,0,1,220,85,0,0,60,220,220,220,141,220,220,114,220,0,220,0,220,0,220,0,1,57,220,2012,0,107,220,59,149,0,220,47,0,220,220,108,0,0,114,220,220,149,220,0,2,-1,0,0,170,0,103,87,0,12,0,0,0,111724,0,0,0,0,91,0,215,0,0,0,0
3306,351,1,12,31,0,0,220,12,12,12,204,12,12,0,220,12,12,0,220,0,12,0,1,226,12,0,12,31,12,231,220,0,12,31,19,12,12,0,0,12,220,12,220,208,12,0,0,-1,0,0,27,0,29,77,0,12,0,0,351,111766,0,1,0,0,86,0,27,0,0,0,0
3307,351,1,220,45,0,0,12,220,220,220,45,220,220,69,12,220,220,0,12,0,220,0,1,45,220,0,220,45,220,66,12,0,220,45,8,220,220,45,0,220,12,220,12,70,220,0,1,-1,0,0,27,0,29,97,0,97,0,0,351,111766,0,1,0,0,94,0,27,0,0,0,0
4419,351,1,12,94,0,0,220,12,12,12,157,12,12,99,220,12,12,0,220,0,12,0,1,10,12,0,12,178,12,4,220,0,12,144,19,12,12,98,0,12,220,12,220,166,12,0,2,-1,0,0,27,0,29,73,0,22,0,0,351,111766,0,1,0,0,98,0,27,0,0,0,0
7821,0,1,220,72,0,0,0,220,220,220,92,220,220,51,220,220,220,0,220,0,220,0,1,12,220,2012,220,147,220,18,109,0,220,1,7,220,220,52,0,220,55,220,220,84,220,0,0,0,0,0,170,0,103,90,0,8,0,6,100,111768,0,0,0,0,98,0,215,0,0,0,0
7822,0,1,64,64,0,0,220,0,64,0,231,0,0,231,64,0,0,0,0,0,0,0,1,231,64,2012,0,199,64,232,220,0,0,229,7,64,0,231,0,64,220,0,0,232,0,0,1,0,0,0,170,0,103,82,0,8,0,6,100,111768,0,0,0,0,89,0,215,0,0,0,0
7823,0,1,12,62,0,0,255,12,12,12,239,12,12,62,12,0,12,0,12,0,12,0,1,254,12,2012,0,239,12,253,238,0,12,254,0,12,12,62,0,0,62,12,12,238,12,0,2,-1,0,0,170,0,103,96,0,96,0,0,84,111768,0,0,0,0,90,0,215,0,0,0,0
8574,0,1,220,41,0,0,146,220,220,220,26,220,220,30,220,220,220,0,220,0,220,0,1,153,220,2012,220,26,220,30,39,0,220,153,7,220,220,41,0,220,46,220,220,30,220,0,0,0,0,0,170,0,103,98,0,98,0,6,100,111769,0,0,0,0,89,0,215,0,0,0,0
8575,0,1,16,38,0,0,220,196,16,40,231,40,196,231,16,196,40,0,196,0,40,0,1,231,16,2012,40,13,16,231,220,0,196,174,0,16,196,231,0,16,220,40,40,231,196,0,1,0,0,0,170,0,103,80,0,17,0,6,100,111769,0,0,0,0,88,0,215,0,0,0,0
8576,0,1,220,179,0,0,145,220,220,220,192,220,220,221,220,0,220,0,220,0,220,0,1,146,220,2012,0,147,220,144,192,0,220,85,0,220,220,222,0,0,221,220,220,191,220,0,2,-1,0,0,170,0,103,91,0,8,0,0,0,111769,0,0,0,0,93,0,215,0,0,0,0
8604,0,1,170,158,0,0,102,194,170,110,134,110,194,158,170,194,110,0,194,0,110,0,1,147,170,2012,110,76,170,97,84,0,194,96,7,170,194,233,0,170,185,110,110,76,194,0,0,0,0,0,170,0,103,58,0,37,0,5,76,111774,0,0,0,0,89,0,215,0,0,0,0
8605,0,1,55,117,0,0,220,67,55,108,231,108,67,232,55,67,108,0,67,0,108,0,1,231,55,2012,108,55,55,232,220,0,67,60,0,55,67,231,0,55,220,108,108,232,67,0,1,0,0,0,170,0,103,80,0,17,0,5,76,111774,0,0,0,0,89,0,215,0,0,0,0
8606,0,1,12,66,0,0,226,12,12,12,225,12,12,68,12,0,12,0,12,0,12,0,1,252,12,2012,0,225,12,250,203,0,12,252,0,12,12,66,0,0,110,12,12,219,12,0,2,-1,0,0,170,0,103,100,0,100,0,0,0,111774,0,0,0,0,100,1,215,0,0,0,0
8589,0,1,220,45,0,0,220,220,220,220,14,220,220,45,220,220,220,0,220,0,220,0,1,140,220,2012,220,31,220,224,220,0,220,208,7,220,220,42,0,220,220,220,220,35,220,0,0,0,0,0,170,0,103,45,0,44,0,5,100,111779,0,0,0,0,89,0,215,0,0,0,0
8590,0,1,220,228,0,0,220,220,220,220,138,220,220,214,220,220,220,0,220,0,220,0,1,41,220,2012,220,228,220,41,220,0,220,228,0,220,220,213,0,220,220,220,220,140,220,0,1,0,0,0,170,0,103,80,0,18,0,5,100,111779,0,0,0,0,88,0,215,0,0,0,0
