firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
13275,18957,18957,0,0,0,0,0,13,12,1140000,0,6,259,44,1,45,0,0,0,22,0,681,0,67,-1,59,30,0,0,0,29,11,0,63,31,33,68,6,0,62,60,232001,22,2029,25,53,65,0,-1,0,3503,54,66,0,186,3,0,-1,75,132,151460,5,0,0,55,74,53,0,0,75,0,2,0,0,67,0,227951,15,65,1,-1,62,25,1,0,0,0,0,68,63,45,67,0,-1,0,0,8,1,3,1,0,0,161519,1,0,42,2,0,4,83,3,0,76,227951,0,12,0,1,0,32,1,0,66,502,3,0,0,0,1,2,0,0,30,0,5,0,65,65,0,-1,28,0,0,12
13275,24231,24231,0,0,0,0,0,0,7,2180101,0,6,251,51,1,83,0,0,0,50,0,693,0,55,-1,52,40,0,0,0,38,9,0,56,31,61,62,10,0,55,61,232001,56,2027,28,56,54,0,-1,0,12,60,79,0,173,3,0,16,57,29,151642,7,0,0,55,61,28,0,0,68,0,2,0,0,82,0,227961,10,54,1,-1,57,31,1,0,0,0,0,46,80,55,48,0,-1,0,2,7,5,0,1,0,0,161735,1,0,42,2,0,3,63,2,0,80,227961,0,14,0,1,0,32,1,0,62,503,3,0,0,0,1,0,0,0,30,0,2,0,79,53,0,-1,30,0,0,3
20041,25325,25325,0,0,0,64,0,0,1,2120000,0,0,0,16,1,34,0,0,0,19,0,110,0,18,-1,22,21,0,0,0,15,69,0,25,31,13,65,72,0,52,25,232001,35,2027,13,18,13,0,-1,0,1010,72,44,0,187,3,0,-1,67,160,151294,0,0,0,24,58,45,0,2,78,0,2,0,0,48,0,227966,60,43,1,-1,26,20,0,0,0,0,0,18,43,60,17,0,-1,0,1,62,9,3,1,0,0,161698,1,0,136,1,0,2,63,2,1,38,227966,0,58,0,0,5,62,9,0,65,501,3,0,0,0,9,0,0,0,30,0,4,0,69,17,0,-1,19,0,0,0
26003,30668,30677,30678,0,0,8,0,0,1,60101,0,0,0,16,1,36,0,0,0,15,0,65,0,12,-1,17,22,0,0,0,12,59,0,18,31,17,52,54,0,49,27,231102,29,2025,20,19,17,0,-1,0,504,54,32,0,187,3,0,-1,42,72,149903,0,0,0,18,44,36,0,0,73,0,2,0,0,61,0,227969,48,28,1,-1,27,13,0,0,0,0,0,21,25,48,20,0,-1,0,1,51,3,0,1,0,0,160532,1,0,155,1,0,3,37,4,1,27,227969,0,44,0,0,0,51,3,0,52,501,4,0,0,0,3,0,0,0,30,0,4,0,59,28,0,-1,20,0,0,0
22548,29338,29364,29366,0,20,0,0,13,11,60000,0,21,0,47,1,66,0,0,0,50,0,154,0,59,10,58,45,0,0,0,56,15,0,56,31,41,60,8,0,53,58,231102,52,2025,50,53,58,0,-1,0,560,57,62,0,190,3,0,14,73,132,149852,5,0,0,57,73,55,0,0,87,0,1,0,0,71,0,227970,8,57,1,-1,57,46,1,0,0,0,0,64,62,52,60,0,-1,0,0,10,3,0,1,0,0,161542,1,0,155,1,0,2,72,4,0,80,227970,0,16,0,1,0,52,4,0,60,502,3,0,0,0,3,1,0,0,30,0,4,0,62,55,0,-1,41,0,0,0
18585,19110,19110,0,0,0,0,0,33,22,1140101,0,6,16,69,1,84,0,0,0,71,0,65,1,63,-1,68,52,0,0,0,66,16,0,59,31,66,72,13,0,72,69,232001,73,2026,68,74,59,0,-1,1,2002,75,66,0,176,0,0,18,54,324,151543,14,0,0,74,64,65,68222976,0,67,0,2,0,0,86,0,227978,8,58,1,-1,73,59,2,0,0,0,0,66,75,70,41,0,-1,0,0,10,3,0,1,0,7,161705,0,0,21,1,0,3,55,5,0,85,227978,0,8,0,2,512,66,2,0,72,503,3,0,3,0,2,0,0,0,30,0,1,0,70,59,0,-1,58,0,0,0
30406,13307,30413,13314,0,0,0,0,0,18,60101,0,21,0,59,1,68,0,0,0,56,0,552,0,57,18,62,56,0,0,0,59,7,0,60,31,46,61,7,0,59,62,221101,64,2030,49,58,54,0,-1,0,505,60,59,0,178,0,0,10,62,70,151161,14,0,0,60,62,64,0,0,68,0,0,0,0,70,0,227982,15,53,1,-1,64,61,1,0,0,0,0,64,55,60,53,0,-1,0,0,12,9,0,1,0,0,161520,1,0,167,1,0,3,58,2,0,61,227982,0,13,0,2,0,55,4,0,61,501,3,0,0,0,1,0,0,0,30,0,2,0,57,45,0,-1,56,0,0,0
16754,29327,29327,0,0,33,0,0,15,18,40101,0,0,287,66,1,90,0,0,0,64,0,118,0,60,18,71,55,0,0,0,67,6,0,61,31,65,69,9,0,67,73,232001,71,2026,60,69,58,0,-1,0,4008,73,61,0,168,3,0,10,55,41,151547,14,0,0,70,65,70,0,0,65,0,2,0,0,92,0,227995,14,59,1,-1,72,67,2,0,0,0,0,86,64,70,55,0,-1,0,0,7,9,3,1,0,0,161383,1,0,14,1,0,3,61,3,0,68,227995,0,11,0,2,2048,63,2,0,69,502,3,0,0,0,1,0,0,0,30,0,8,0,62,59,0,5,60,0,0,0
7602,2502,2502,0,0,0,0,0,23,41,240401,0,0,0,42,1,67,0,0,0,60,0,82,0,39,23,39,61,0,0,0,54,15,0,19,31,54,64,11,0,62,61,230101,57,2026,60,63,34,0,-1,0,1012,63,75,0,183,1,0,12,75,363,149752,25,0,0,63,72,66,0,0,77,0,2,0,0,62,0,227998,8,38,1,-1,61,39,2,0,0,0,0,62,72,53,69,0,-1,0,0,10,9,0,1,0,9,161350,1,0,136,1,0,3,80,2,0,73,227998,0,10,0,2,0,60,10,0,64,501,2,0,0,0,9,0,16,0,30,0,2,0,74,40,0,-1,53,1,0,0
30177,16439,30180,16502,15,26,0,0,18,20,2150101,0,0,0,64,1,89,0,0,0,66,0,1090,0,57,10,65,62,0,0,0,67,16,0,64,31,61,66,8,0,63,61,221101,67,2030,56,66,53,0,-1,0,520,69,74,0,174,3,0,12,60,138,150449,14,0,0,67,66,65,67109120,0,60,0,1,0,0,83,0,228007,10,58,1,-1,67,72,2,0,0,0,0,66,70,66,55,0,-1,0,0,15,9,0,1,0,6,161158,1,0,167,2,0,4,65,4,0,79,228007,0,11,0,2,0,61,4,0,66,501,3,0,0,0,3,2,0,0,30,0,2,0,72,57,0,-1,53,0,0,0
12692,12330,12330,12335,31,16,0,0,20,21,60201,0,0,0,74,1,80,0,0,0,72,0,1090,0,65,18,78,42,0,0,0,76,7,0,68,31,65,77,8,0,78,77,231102,78,2028,67,76,52,0,-1,0,559,77,61,0,178,3,0,10,58,167,151187,14,0,0,76,65,78,16785920,0,68,0,1,0,0,83,0,228010,11,63,1,-1,80,75,3,0,0,0,0,59,64,76,56,0,-1,0,0,12,3,0,1,0,0,161396,1,0,167,1,0,5,63,3,0,86,228010,0,9,0,2,0,70,4,0,77,501,1,0,0,0,4,0,0,0,30,0,1,0,62,64,0,-1,59,0,0,0
30414,30614,30657,30662,0,39,0,0,44,43,2190000,0,0,0,65,1,64,0,0,0,63,0,923,1,31,18,54,64,0,0,0,66,14,0,23,31,53,66,9,0,63,60,231102,62,2028,67,58,28,0,-1,1,510,60,79,0,185,0,0,27,84,172,151294,25,0,0,60,77,71,0,0,80,1,1,0,0,71,0,228017,6,30,1,-1,59,56,2,0,0,0,0,60,71,58,68,0,-1,0,0,12,3,0,1,0,16,159379,0,0,155,1,0,4,84,4,0,74,228017,0,12,0,3,0,67,4,0,66,503,2,0,1,0,1,0,0,0,30,0,6,0,75,20,0,-1,61,0,0,0
30731,5536,5539,5540,0,15,0,0,18,20,2150101,0,0,0,56,1,61,0,0,0,58,0,683,0,61,-1,61,53,0,0,0,59,14,0,61,31,53,60,12,0,59,63,231102,62,2025,52,58,60,0,-1,0,560,60,59,0,172,3,0,10,58,97,148666,14,0,0,60,57,65,0,0,66,0,1,0,0,77,0,228033,8,61,1,-1,62,57,2,0,0,0,0,63,54,60,60,0,-1,0,0,15,3,0,1,0,0,158960,1,0,155,1,0,4,60,3,0,49,228033,0,8,0,2,0,56,4,0,60,503,3,0,0,0,1,0,0,0,30,0,1,0,57,62,0,-1,52,0,0,0
30281,4864,4867,4868,0,0,0,0,43,23,60101,0,0,0,65,1,77,0,0,0,62,0,57,0,54,16,55,58,0,0,0,56,15,0,55,31,53,65,12,0,60,50,221002,55,2025,62,65,53,0,-1,0,518,65,83,0,180,0,0,25,74,125,151335,12,0,0,63,73,56,35651584,0,73,0,1,0,0,70,0,228047,13,55,1,-1,58,62,2,0,0,0,0,59,83,57,52,0,-1,0,1,8,9,0,1,0,0,160096,1,0,155,1,0,3,77,2,0,80,228047,0,10,0,1,0,59,4,0,65,502,3,0,0,0,3,0,0,0,30,0,1,0,83,59,0,23,49,0,0,0
17355,10962,10962,0,0,0,0,0,12,11,60201,0,4,0,44,1,50,0,0,0,47,0,243,0,70,-1,60,41,0,0,0,51,11,0,64,31,31,67,14,0,64,58,233101,48,2026,38,48,67,0,-1,0,2512,50,36,0,191,3,0,-1,85,385,150603,5,0,0,51,78,70,1024,0,83,0,2,0,0,46,0,228058,15,67,1,-1,57,64,1,0,0,0,0,69,40,50,69,0,-1,0,0,9,2,0,1,0,0,160602,1,0,4,1,0,2,72,2,0,73,228058,0,15,0,1,0,47,2,0,67,501,2,0,0,0,3,0,0,0,30,0,5,0,38,64,0,-1,32,0,0,2
30613,30043,30077,30078,0,6,0,0,9,10,40101,0,0,0,58,1,59,0,0,0,58,0,1283,0,61,12,54,45,0,0,0,52,14,0,59,31,60,63,11,0,55,53,231102,54,2025,55,60,56,0,-1,0,505,61,74,0,182,0,0,3,73,108,150541,7,0,0,64,72,57,0,0,75,0,1,0,0,66,0,228076,7,59,1,-1,60,49,1,0,0,0,0,70,72,57,60,0,-1,0,2,14,9,0,1,0,0,160636,1,0,155,1,0,2,76,3,0,71,228076,0,7,0,1,0,54,4,0,63,501,3,0,0,0,3,2,0,0,30,0,2,0,73,56,0,16,52,0,0,0
23364,29338,29369,29371,0,0,0,0,31,18,60101,0,0,0,52,1,79,0,0,0,63,0,1106,0,62,10,60,49,0,0,0,60,7,0,59,31,54,63,15,0,60,55,231102,63,2026,53,59,42,0,-1,0,557,64,85,0,173,3,0,18,64,100,149837,14,0,0,64,69,51,33554432,0,66,0,1,0,0,83,0,228077,12,55,1,-1,62,56,2,0,0,0,0,56,75,60,54,0,-1,0,0,6,9,0,1,0,0,160525,1,0,155,1,0,3,68,4,0,89,228077,0,11,0,2,4096,55,4,0,63,501,3,0,0,0,3,0,0,0,30,0,1,0,81,49,0,-1,58,0,0,0
9178,22257,22257,0,0,0,0,0,0,5,1140101,0,2,248,68,1,75,0,0,0,66,0,123,4,70,-1,66,66,0,0,0,55,10,0,64,31,71,72,9,0,70,67,221101,64,2030,65,72,68,0,-1,0,1529,73,67,0,172,3,0,12,65,95,151803,3,0,0,72,71,71,0,0,70,0,2,0,0,84,0,228080,10,65,1,-1,69,63,2,0,0,0,0,80,76,68,44,0,-1,0,2,11,2,0,1,0,0,160967,0,0,21,1,0,4,63,3,0,77,228080,0,16,0,1,256,64,2,0,71,503,3,0,3,0,1,0,0,0,30,0,2,0,71,68,0,-1,53,0,0,2
1523,28334,28334,0,0,0,0,0,48,11,2150101,1,5,0,28,1,34,0,0,0,23,0,612,0,68,-1,53,41,0,0,0,20,6,0,64,31,25,68,6,0,68,53,130101,34,2026,24,43,61,0,-1,0,5504,51,32,0,166,3,0,-1,75,96,149282,5,0,0,65,65,36,0,2,60,0,2,0,0,63,1,228081,14,68,1,-1,73,25,1,0,0,0,0,76,33,48,71,0,-1,0,0,9,9,0,1,0,0,160628,1,0,14,1,0,3,68,3,0,34,228081,0,9,0,1,0,27,2,0,68,501,3,0,0,0,2,0,0,0,30,0,8,0,32,72,0,-1,29,0,0,3
7944,4450,4450,0,0,31,0,0,25,18,70101,0,19,287,54,1,77,0,0,0,57,0,649,0,63,18,67,55,0,0,0,58,10,0,67,31,64,68,11,0,69,66,232001,68,2030,54,69,62,0,-1,0,2027,71,76,0,181,3,0,12,64,72,151796,14,0,0,71,67,66,0,0,73,0,2,0,0,74,0,228082,10,62,1,-1,70,39,2,0,0,0,0,63,75,66,49,0,-1,0,0,11,2,0,1,0,0,160983,0,0,8,2,0,3,65,4,0,77,228082,0,9,0,2,0,58,2,0,68,501,3,0,4,0,1,0,0,0,30,0,2,0,76,63,0,23,57,0,0,6
25136,3261,3261,0,0,20,0,0,16,15,2290101,0,5,246,72,1,47,0,0,0,70,0,666,0,76,5,78,54,0,0,0,62,14,0,76,31,66,80,10,0,77,78,232201,75,2029,63,75,72,0,-1,0,2021,71,55,0,195,3,0,14,89,34,151703,10,0,0,78,84,78,524800,0,96,0,2,0,0,33,0,228092,10,75,1,-1,80,51,1,0,0,0,0,76,54,74,74,0,-1,0,1,9,2,0,1,0,0,161385,0,0,36,1,0,3,81,3,0,81,228092,0,8,0,1,0,65,3,0,79,501,2,0,2,0,2,0,0,0,30,0,5,0,55,76,0,-1,51,0,0,19
18302,27796,27796,0,0,0,0,0,0,42,1360000,0,0,42,73,1,78,0,0,0,86,0,97,2,48,-1,70,70,0,0,0,79,11,0,50,31,76,85,15,0,84,78,232001,78,2028,85,85,42,16,-1,0,1036,82,88,0,192,3,0,-1,79,124,151507,25,0,0,81,80,84,2621456,0,80,1,2,0,0,61,0,228093,14,50,3,-1,80,58,2,0,0,0,0,75,84,76,84,0,-1,0,1,13,9,0,1,1,8,160967,0,0,18,1,0,4,91,4,0,83,228093,0,9,0,3,0,83,10,0,85,503,4,0,3,0,9,1,9,0,30,0,5,0,86,44,0,-1,81,0,0,0
22331,21247,21247,0,0,0,0,0,11,12,2330101,6,3,287,27,1,50,0,0,0,30,0,284,0,63,-1,48,24,0,0,0,20,16,0,65,31,22,67,10,0,60,54,232101,35,2029,22,44,62,0,-1,0,3518,49,44,0,191,0,0,-1,82,73,151484,5,0,0,52,81,35,589840,0,77,0,0,0,0,56,0,228106,15,64,1,-1,54,22,1,0,0,0,0,84,51,40,66,0,-1,0,0,9,2,0,1,0,0,161698,1,0,25,1,0,3,74,5,0,79,228106,0,15,0,1,4864,25,1,0,66,502,3,0,0,0,3,0,0,0,30,0,5,0,47,64,0,-1,21,0,0,3
15197,4249,4249,0,0,0,0,0,12,11,2010000,0,6,0,23,1,53,0,0,0,22,0,289,0,60,-1,55,20,0,0,0,25,9,0,59,31,30,62,14,0,54,44,232001,30,2025,16,34,62,0,-1,0,2027,39,51,0,188,0,0,-1,74,67,151886,5,0,0,38,71,33,268959744,0,77,0,2,0,0,47,0,228108,6,62,1,-1,55,25,1,0,0,0,0,67,51,42,65,0,-1,0,0,10,9,0,1,0,0,161208,1,0,25,1,0,3,69,3,0,70,228108,0,10,0,1,0,22,2,0,62,501,3,0,0,0,1,1,0,0,30,0,5,0,51,64,0,-1,23,0,0,3
24462,6343,6343,0,0,0,0,0,33,27,60000,1,5,0,60,1,75,0,0,0,58,0,1091,0,50,25,50,53,0,0,0,64,10,0,52,31,59,62,8,0,56,59,232001,59,2027,61,61,47,0,-1,0,34,62,75,0,182,3,0,18,68,124,151012,16,0,0,61,73,70,132,2,77,0,2,0,0,62,0,228111,12,48,1,-1,56,60,3,0,0,0,0,83,73,57,55,0,-1,0,1,14,8,3,1,0,8,161333,1,0,25,1,0,4,71,2,0,76,228111,0,14,0,3,0,63,1,0,62,503,5,0,0,0,1,0,0,0,30,0,1,0,74,40,0,27,59,0,0,2
15024,21951,21951,0,0,0,0,0,0,7,60101,0,0,42,69,1,80,0,0,0,62,0,1082,0,65,-1,65,45,0,0,0,52,11,0,64,31,67,69,12,0,65,68,232001,66,2028,47,65,64,0,-1,1,1021,68,79,0,175,3,0,16,70,172,151464,7,0,0,67,71,60,65536,0,68,0,2,0,0,80,0,228120,9,63,1,-1,67,60,2,0,0,0,0,65,83,66,57,0,-1,0,2,15,9,0,1,0,16,161720,1,0,92,2,0,3,76,4,0,76,228120,0,13,0,2,0,52,8,0,69,503,2,0,0,0,9,1,0,0,30,0,2,0,81,63,0,-1,57,0,0,0
25837,21421,25852,21427,0,0,1,0,0,1,2190101,0,3,0,11,1,31,0,0,0,11,0,1090,0,20,-1,19,21,0,0,0,11,66,0,20,31,13,65,66,0,59,58,231102,46,2030,17,15,13,0,-1,0,548,66,48,0,192,3,0,-1,66,69,148183,0,0,0,17,64,46,0,0,79,0,2,0,0,46,0,228130,61,45,1,-1,29,16,0,0,0,0,0,18,43,61,11,0,-1,0,1,65,9,0,1,0,8,160428,1,0,167,1,0,3,61,4,1,16,228130,0,64,0,0,2054,65,4,0,65,502,2,0,0,0,3,2,9,0,30,0,5,0,66,16,0,-1,11,0,0,0
22296,18962,18962,0,0,0,0,0,0,11,60201,0,6,289,40,1,58,0,0,0,42,0,115,0,54,-1,51,52,0,0,0,55,14,0,50,31,53,58,10,0,52,44,223101,32,2026,42,51,57,0,-1,0,1510,52,62,0,186,0,0,7,76,71,151250,5,0,0,52,71,60,16,0,73,0,2,0,0,49,0,228134,13,54,1,-1,53,42,1,0,0,0,0,77,56,47,61,0,-1,0,0,6,1,0,1,0,0,159535,1,0,25,2,0,3,72,3,0,57,228134,0,11,0,1,0,49,2,0,58,501,5,0,0,0,2,2,0,0,30,0,5,0,59,52,0,-1,57,0,0,6
13816,5159,5159,0,0,0,0,0,0,3,1130000,0,0,27,47,1,80,0,0,0,60,0,233,0,70,-1,55,46,0,0,0,35,14,0,63,31,71,70,10,0,62,64,232001,59,2025,40,60,66,0,-1,0,1003,65,69,0,176,3,0,12,60,366,151302,3,0,0,67,63,38,0,0,70,0,2,0,0,74,0,228136,8,68,1,-1,66,39,1,0,0,0,0,58,72,62,65,0,-1,0,2,10,9,0,1,0,8,161202,1,0,56,1,0,2,72,4,0,73,228136,0,12,0,1,0,40,8,0,70,502,3,0,0,0,9,0,9,0,30,0,1,0,70,71,0,-1,36,0,0,3
8943,12137,12137,0,0,24,0,0,3,5,60101,0,0,0,49,1,75,0,0,0,64,0,1065,0,64,-1,59,51,0,0,0,46,15,0,60,31,67,69,12,0,64,55,223101,52,2025,50,65,64,0,-1,11,2508,66,79,0,172,3,0,12,66,44,151040,3,0,0,65,67,61,1048576,0,71,0,2,0,0,71,0,228145,12,61,1,-1,65,32,2,0,0,0,0,48,77,59,55,0,-1,0,2,8,9,0,1,0,9,161151,1,0,55,1,0,3,72,3,0,84,228145,0,8,0,2,0,52,5,0,69,503,2,0,0,0,5,0,0,0,30,0,2,0,78,60,0,-1,49,0,0,0
24670,11817,11817,0,0,0,0,0,42,43,2320101,0,0,257,54,1,82,0,0,0,62,0,201,0,22,18,40,60,0,0,0,63,14,0,21,31,47,65,7,0,59,58,232001,49,2026,63,66,23,23,-1,0,1036,66,90,0,173,3,0,27,34,379,151894,25,0,0,61,40,64,2097152,2,65,0,2,0,0,80,0,228148,11,25,1,-1,54,50,2,0,0,0,0,40,91,49,58,0,-1,0,0,13,9,0,1,0,9,161333,1,0,14,1,0,3,61,2,0,47,228148,0,11,0,2,2048,63,9,0,63,501,4,0,0,0,10,0,16,0,30,0,1,0,90,19,0,-1,58,1,0,0
14047,6317,6317,0,0,21,0,0,15,16,1450000,0,3,0,68,1,75,0,0,0,68,0,65,3,75,-1,75,58,0,0,0,70,9,0,75,31,73,76,9,0,76,79,232001,74,2027,55,69,72,0,-1,0,2517,73,55,0,175,0,0,14,63,159,151021,10,0,0,76,70,68,71303680,0,70,1,2,0,0,80,0,228151,15,72,1,-1,77,72,2,0,0,0,0,68,69,75,61,0,-1,0,1,12,10,0,1,0,0,160613,0,0,25,1,0,3,69,5,0,86,228151,0,11,0,2,768,61,2,0,76,500,3,0,4,0,3,0,0,0,30,0,2,0,61,72,0,-1,48,0,0,3
13851,23118,23118,0,0,0,0,0,15,18,2290000,0,0,287,66,1,75,0,0,0,66,0,176,0,62,5,65,60,0,0,0,65,15,0,63,31,69,69,13,0,65,65,232001,66,2026,63,67,59,0,-1,0,3,68,74,0,178,3,0,10,61,125,151957,14,0,0,66,67,65,590856,1,68,0,2,0,0,72,0,228153,9,60,1,-1,67,65,2,0,0,0,0,72,71,67,54,0,-1,0,0,13,8,0,1,0,0,161333,1,0,14,2,0,3,66,2,0,76,228153,0,7,0,2,0,64,2,0,66,502,3,0,0,0,1,0,0,0,30,0,2,0,73,59,0,-1,58,0,0,0
5690,12618,12618,0,0,42,0,0,23,26,2150101,0,3,0,61,1,75,0,0,0,57,0,115,0,44,23,53,58,0,0,0,59,10,0,38,31,58,62,15,0,57,59,232001,59,2026,60,63,40,0,-1,0,1542,64,74,0,180,3,0,25,67,106,150682,12,0,0,62,64,63,1048576,0,80,0,2,0,0,69,0,228171,11,43,1,-1,59,57,2,0,0,0,0,57,73,58,53,0,-1,0,1,7,9,0,1,0,0,161333,1,0,195,1,0,4,68,3,0,63,228171,0,11,0,2,2048,60,4,0,62,502,3,0,0,0,3,0,0,0,30,0,1,0,74,42,0,-1,61,0,0,3
4789,5069,5069,0,0,0,0,0,12,13,2210101,0,0,30,36,1,77,0,0,0,27,0,28,0,78,-1,70,38,0,0,0,21,13,0,74,31,37,82,10,0,80,79,232001,57,2029,24,65,75,0,-1,0,1523,72,78,0,183,3,0,-1,90,16,151654,5,0,0,76,84,65,268976640,1,92,1,2,0,0,78,0,228174,8,77,1,-1,76,30,1,0,0,0,0,80,79,59,75,0,-1,0,0,6,3,0,1,0,0,160602,0,0,95,1,0,2,91,4,0,74,228174,0,16,0,1,0,33,4,0,79,501,2,0,2,0,5,0,0,0,30,0,3,0,78,78,0,-1,26,0,0,3
12359,13961,12369,13963,0,0,0,0,0,3,60101,0,0,0,45,1,75,0,0,0,56,0,65,0,51,12,58,45,0,0,0,55,12,0,48,31,50,58,6,0,58,51,231102,55,2030,53,53,50,0,-1,7,548,59,73,0,173,1,0,7,62,135,148987,3,0,0,60,60,57,0,0,67,0,2,0,0,75,0,228176,11,48,1,-1,61,50,2,0,0,0,0,47,71,56,38,0,-1,0,2,10,9,0,1,0,8,160061,1,0,167,1,0,4,56,2,0,68,228176,0,8,0,1,4096,53,5,0,58,502,3,0,0,0,6,0,9,0,30,0,1,0,72,49,0,-1,43,7,0,0
1181,5159,5159,0,0,0,0,0,30,27,2150101,6,0,0,80,1,81,0,0,0,72,0,143,0,72,27,66,53,0,0,0,72,8,0,74,31,69,73,13,0,72,78,233101,72,2026,74,72,68,0,-1,0,1547,74,74,0,183,0,0,14,69,379,150484,16,0,0,74,70,78,1,2,71,0,3,0,0,72,0,228179,16,69,1,-1,73,70,2,0,0,0,0,72,80,71,59,0,-1,0,1,14,9,0,1,0,22,161523,1,0,52,2,0,3,75,4,0,70,228179,0,7,0,3,0,73,4,0,73,501,2,0,0,0,3,0,25,0,30,0,2,0,77,65,0,-1,63,0,0,21
23200,15595,23200,0,0,3,0,0,13,11,1780101,0,0,35,42,1,65,0,0,0,50,0,672,0,66,12,48,48,0,0,0,37,10,0,61,31,46,62,8,0,47,57,232001,43,2027,37,49,64,0,-1,0,1037,52,71,0,177,0,0,3,73,108,150049,5,0,0,50,78,45,134217728,0,75,0,2,0,0,61,0,228188,11,61,1,-1,52,40,1,0,0,0,0,77,56,47,58,0,-1,0,0,7,3,0,1,0,24,161536,1,0,159,1,0,3,68,5,0,90,228188,0,12,0,2,768,40,7,0,62,501,3,0,0,0,8,0,25,0,30,0,2,0,64,57,0,-1,36,0,0,0
13927,2188,2188,0,0,0,0,0,13,11,2320102,0,3,246,33,1,62,0,0,0,29,0,184,0,57,-1,56,38,0,0,0,22,11,0,59,31,34,62,10,0,59,60,223101,43,2030,27,46,55,0,-1,0,602,51,70,0,188,3,0,-1,81,380,151082,5,0,0,52,75,40,32784,0,76,0,2,0,0,48,0,228191,14,58,1,-1,58,29,1,0,0,0,0,61,71,47,60,0,-1,0,0,15,3,0,1,0,0,161155,1,0,195,1,0,4,81,2,0,72,228191,0,10,0,1,0,29,4,0,61,501,2,0,0,0,4,0,0,0,30,0,4,0,70,60,0,-1,24,0,0,3
18094,7180,18094,0,0,0,0,0,12,9,2080000,0,0,38,58,1,74,0,0,0,63,0,227,0,49,3,45,36,0,0,0,58,10,0,43,31,55,57,11,0,51,48,232001,41,2026,43,57,50,0,-1,0,1508,58,76,0,171,3,0,5,55,379,149540,7,0,0,55,60,63,0,0,64,0,2,0,0,77,0,228194,8,49,1,-1,45,55,1,0,0,0,0,50,78,47,42,0,-1,0,2,9,3,0,1,0,8,161318,1,0,159,2,0,3,57,5,0,78,228194,0,14,0,1,512,51,6,0,57,501,2,0,0,0,4,2,9,0,30,0,1,0,77,56,0,16,45,0,0,0
23131,6825,23131,0,0,0,0,0,25,3,2010000,0,21,255,50,1,74,0,0,0,56,0,178,0,47,7,49,50,0,0,0,46,9,0,57,31,49,57,11,0,59,45,232001,55,2026,33,53,50,0,-1,0,1007,56,76,0,171,0,0,12,68,378,150182,3,0,0,54,72,51,2097152,0,67,0,2,0,0,71,0,228195,15,50,1,-1,48,42,1,0,0,0,0,89,66,50,47,0,-1,0,2,8,4,0,1,0,0,160937,1,0,159,1,0,3,60,5,0,69,228195,0,14,0,2,2560,42,7,0,57,501,4,0,0,0,4,0,0,0,30,0,2,0,72,49,0,-1,46,0,0,0
11359,20527,11358,0,0,38,0,0,28,27,2190101,0,0,258,53,1,64,0,0,0,52,0,78,0,38,14,45,48,0,0,0,50,7,0,43,31,50,54,8,0,45,52,232001,50,2026,49,51,21,0,-1,0,503,52,78,0,179,0,0,27,65,248,150323,16,0,0,50,60,55,0,0,66,0,2,0,0,60,0,228199,11,34,1,-1,46,52,1,0,0,0,0,34,71,48,45,0,-1,0,1,12,4,0,1,0,0,160950,1,0,159,2,0,3,62,3,0,71,228199,0,13,0,2,0,50,7,0,54,501,3,0,0,0,7,0,0,0,30,0,1,0,75,24,0,-1,43,0,0,0
