firstname,surname,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,hairtypecode,facepsdlayer0,lipcolor,cardstrictness,shoecolorcode2,skinsurfacepack,headtypecode,foulstrictness,height,leagueid,shoetypecode,birthdate,skinmakeup,socklengthcode,weight,eyedetail,gender,headassetid,faceposerpreset,eyecolorcode,jerseysleevelengthcode,sockstylecode,headclasscode,sideburnscode,isreal,headvariation,skintonecode,shortstyle,smallsidedshoetypecode,refereeid,facepsdlayer1,nationalitycode,skincomplexion,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,facialhaircolorcode
Laoise,McInerney,1140503,0,1,0,530,3,0,1,15,223101,9511,1,178,2226,1,146938,0,0,60,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,267541,4,25,1,0,0,0,1,1
Marialaura,Chiusdano,1140503,0,5,0,517,3,0,1,0,223101,7025,1,168,31,1,145675,0,0,58,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,267542,0,27,1,0,0,0,8,0
Ioana,Hatmanu,1140503,0,0,0,501,0,0,1,15,223101,7501,1,172,330,1,144667,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267545,0,39,1,0,0,0,1,0
Grace,MacCallan,1140503,0,6,0,530,0,0,1,15,223101,5504,1,164,50,1,147677,0,0,59,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,267546,3,42,1,0,0,0,8,6
María José,Hortaleza,1140503,0,3,0,538,0,0,1,15,223101,5507,1,166,53,1,148223,0,0,59,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267547,2,45,1,0,0,0,7,3
Maja,Ytternäs,1140503,0,1,0,234,3,0,1,15,223101,9504,1,175,56,1,146938,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,2,0,500,267548,0,46,1,0,0,0,1,1
Olivia,Azarona,1140503,0,0,0,583,3,0,1,15,223101,5502,1,168,54,1,146687,0,0,60,0,1,40950,0,5,0,0,0,0,0,0,4,0,500,267549,3,45,1,0,0,0,8,3
Gabriele,Hüttli,1140503,0,3,0,521,3,0,1,15,223101,5505,1,172,189,1,146938,0,0,60,0,1,40756,0,1,0,0,0,0,0,0,2,0,500,267550,0,47,1,0,0,0,1,6
Sena,Gözüpak,1140503,0,3,0,562,0,0,1,15,223101,5509,1,169,68,1,146938,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267551,0,48,1,0,0,0,8,3
Maci,Pannell,1140503,0,5,0,530,3,0,1,15,223101,9500,1,176,39,1,146938,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,2,0,500,267552,0,95,1,0,0,0,1,1
Franziska,Hummelberg,1140503,0,4,0,540,0,0,1,15,223101,9505,1,174,19,1,146938,0,0,60,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,267553,3,21,1,0,0,0,2,1
Frieda,Pranzlhain,1140503,0,12,0,562,3,0,1,15,223101,10009,1,170,19,1,146938,0,0,60,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,267554,0,21,1,0,0,0,8,7
Juliane,Dohlmeier,1140503,0,2,0,513,3,0,1,15,223101,9509,1,172,2076,1,146938,0,0,60,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,267555,4,21,1,0,0,0,1,1
Sarah,Dräppe,1140503,0,0,0,636,3,0,1,15,223101,9509,1,176,2076,1,146938,0,0,60,0,1,40955,0,3,0,0,0,0,0,0,3,0,500,267556,0,21,1,0,0,0,2,1
Sandra,Drajcković,1140503,0,6,0,532,0,0,1,15,223101,7501,1,177,76,1,146938,0,0,60,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267703,2,10,1,0,0,0,1,6
Iris,Pavlidou,1140503,0,1,0,647,3,0,1,15,223101,9001,1,178,76,1,146938,0,0,60,0,1,40950,0,5,0,0,0,0,0,0,4,0,500,267705,3,22,1,0,0,0,1,1
Tereza,Bartonĕcová,1140503,0,1,0,560,3,0,1,15,223101,7502,1,184,76,1,146938,0,0,60,0,1,40756,0,1,0,0,0,0,0,0,2,0,500,267706,0,12,1,0,0,0,1,1
Audra,Didgalviskaitė,1140503,0,0,0,636,0,0,1,15,223101,7502,1,182,76,1,146938,0,0,60,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267707,0,30,1,0,0,0,2,0
Tilda,Mustakari,1140503,0,1,0,538,3,0,1,15,223101,9510,1,176,76,1,146938,0,0,60,0,1,40955,0,1,0,0,0,0,0,0,1,0,500,267708,0,17,1,0,0,0,1,1
Inaya,Okech,1140503,0,0,0,435,4,0,1,15,223101,10024,1,176,78,1,146938,0,0,60,0,1,40960,0,3,0,0,0,0,0,0,6,0,500,267709,3,141,1,0,0,0,1,1
Arijana,Loraj,1140503,0,3,0,532,0,0,1,15,223101,9002,1,182,78,1,146938,0,0,60,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,267710,2,1,1,0,0,0,1,0
Elvisa,Trto,1140503,0,1,0,75,0,0,1,15,223101,7501,1,178,78,1,146938,0,1,62,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,267711,0,8,1,0,0,0,2,1
Axeliane,Clarke,1140503,0,3,0,530,4,0,1,15,223101,6010,1,175,78,1,146938,0,0,60,0,1,40957,0,3,0,0,0,0,0,0,2,0,500,267712,3,70,1,0,0,0,2,1
Kertu,Meitsar,1140503,0,3,0,504,3,0,1,15,223101,5509,1,182,2136,1,146938,0,0,62,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,267713,0,208,1,0,0,0,2,0
Netra,Sudrajat,1140503,0,3,0,581,4,0,1,15,223101,6003,1,179,2136,1,146938,0,0,60,0,1,40957,0,3,0,0,0,0,0,0,2,0,500,267714,3,160,1,0,0,0,2,1
Skaidra,Vējiņa,1140503,0,5,0,512,3,0,1,15,223101,7502,1,184,2136,1,146938,0,0,65,0,1,40950,0,5,0,0,0,0,0,0,4,0,500,267715,3,28,1,0,0,0,1,1
Pintyőke,Magyar,1140503,0,3,0,538,3,0,1,15,223101,9000,1,178,2136,1,146938,0,0,60,0,1,40757,0,4,0,0,0,0,0,0,3,0,500,267716,0,23,1,0,0,0,1,3
Maddison,Streatfield,1140503,0,3,0,536,0,0,1,14,223101,5509,1,178,351,1,147328,0,0,61,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,268495,3,195,1,0,0,0,2,0
Isla,Nulliner,1140503,0,2,0,562,0,0,1,15,223101,5501,1,172,351,1,147937,0,0,61,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,268496,2,195,1,0,0,0,2,0
Danish Nabil,Riaz,30301,0,0,0,65,4,0,1,15,223101,517,1,184,41,1,145080,0,0,73,0,0,27115,0,9,0,0,0,0,0,0,3,0,500,268869,3,36,1,0,0,0,1,0
Suad,Hajradinović,30301,0,9,0,65,0,0,1,15,223101,3502,1,187,56,1,145080,0,0,78,0,0,27092,0,5,0,0,0,0,0,0,2,0,500,268870,0,46,1,0,0,0,5,0
Hakan,Bozbakan,30301,0,21,0,16,0,0,1,15,223101,2015,1,186,19,1,147027,0,0,75,0,0,27051,0,3,0,0,0,0,0,0,4,0,500,269241,4,48,1,0,0,0,5,3
Baran,Kocaoğul,30301,0,20,0,77,3,0,1,15,223101,2005,1,189,19,1,147027,0,0,80,0,0,27080,0,4,0,0,0,0,0,0,4,0,500,269242,0,48,1,0,0,0,5,3
Ábel,Medvés,30301,0,3,0,636,3,0,1,15,223101,11,1,188,330,1,147027,0,0,82,0,0,27067,0,2,0,0,0,0,0,0,3,0,500,269266,0,23,1,0,0,0,5,0
Sunny,Singh Gill,30301,0,3,289,293,4,0,1,15,223101,605,1,185,60,1,146658,0,0,86,0,0,27032,0,3,0,0,0,0,1,0,7,0,500,269917,1,159,1,0,0,0,5,3
Adam,Herczeg,30301,0,6,287,160,3,0,1,15,223101,34,1,178,60,1,147047,0,0,77,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,269918,2,14,1,0,0,0,1,6
Thomas,Kirk,30301,0,6,0,65,0,0,1,15,223101,4015,1,179,60,1,148602,0,0,73,0,0,27036,0,10,0,0,0,0,1,0,2,0,500,269936,4,14,1,0,0,0,2,19
Thomas,Parsons,30301,0,1,0,243,3,0,1,15,223101,2027,1,176,60,1,147594,0,0,73,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,269938,2,14,1,0,0,0,2,5
Martin,Woods,30301,0,6,0,289,3,0,1,15,223101,1511,1,178,60,1,146473,0,0,76,0,0,27078,0,5,0,0,0,0,1,0,1,0,500,269939,2,14,1,0,0,0,2,20
Ryan,Atkin,30301,0,19,243,140,3,0,1,15,223101,68,1,183,60,1,146895,0,0,79,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,270283,2,14,1,0,0,0,2,5
Aaron,Bannister,30301,0,19,0,655,0,0,1,15,223101,3500,1,178,60,0,148805,0,0,76,0,0,27036,0,10,0,0,0,0,1,0,2,0,500,270284,4,14,1,0,0,0,2,5
Lisa,Benn,1140503,0,19,0,583,3,0,1,15,223101,5500,1,176,2216,1,149281,0,0,71,0,1,40956,0,2,0,0,0,0,1,0,2,0,500,270285,4,14,1,0,0,0,3,16
Abigail,Byrne,1140503,0,2,0,596,3,0,1,15,223101,9006,1,170,2216,1,149572,0,0,66,0,1,40958,0,8,0,0,0,0,1,0,2,0,500,270286,0,14,1,0,0,0,8,2
Wayne,Cartmel,30301,0,0,0,40,3,0,1,15,223101,4008,1,178,60,1,148828,0,0,74,0,0,27112,0,5,0,0,0,0,1,0,2,0,500,270288,2,14,1,0,0,0,1,1
Matt,Corlett,30301,0,20,0,230,3,0,1,15,223101,34,1,181,2216,1,149421,0,0,80,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,270289,2,14,1,0,0,0,2,6
Kirsty,Dowle,1140503,0,6,0,565,0,0,1,15,223101,9529,1,168,60,0,149332,0,0,60,0,1,40961,0,2,0,0,0,0,1,0,3,0,500,270291,3,14,1,0,0,0,8,3
Edward,Duckworth,30301,0,6,0,65,3,0,1,31,223101,3506,1,177,60,315,151095,0,0,73,0,0,27082,0,2,0,0,0,0,1,0,2,0,500,270293,4,14,1,0,30,0,1,5
Stacey,Fullicks,1140503,0,20,0,504,3,0,1,15,223101,5510,1,177,2216,1,148897,0,0,72,0,1,40757,0,4,0,0,0,0,1,0,3,0,500,270294,0,14,1,0,0,0,1,3
Amy,Fearn,1140503,0,3,0,536,3,0,1,15,223101,9522,1,168,2216,1,144308,0,0,67,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,270295,0,14,1,0,0,0,8,0
Farai,Hallam,30301,0,0,0,239,0,0,1,15,223101,1002,1,183,60,0,149944,0,0,78,0,0,27070,0,9,0,0,0,0,1,0,7,0,500,270296,3,14,1,0,0,0,2,0
Cristiana,Hattersley,1140503,0,6,0,510,3,0,1,15,223101,9503,1,173,2216,1,150134,0,0,67,0,1,40958,0,8,0,0,0,0,1,0,2,0,500,270298,0,14,1,0,0,0,2,6
Emily,Heaslip,1140503,0,20,0,582,3,0,1,15,223101,9506,1,168,2216,1,150100,0,0,62,0,1,40958,0,8,0,0,0,0,1,0,2,0,500,270299,0,14,1,0,0,0,8,19
Lauren,Impey,1140503,0,20,0,728,0,0,1,15,223101,9524,1,166,60,0,148762,0,0,59,0,1,40954,0,8,0,0,0,0,1,0,2,0,500,270300,0,14,1,0,0,0,8,5
Lucy,May,1140503,0,20,0,508,0,0,1,15,223101,5504,1,173,2216,1,148617,0,0,62,0,1,40959,0,2,0,0,0,0,1,0,2,0,500,270302,2,14,1,0,0,0,2,5
Stacey,Pearson,1140503,0,20,0,561,3,0,1,15,223101,5510,1,165,2216,1,147733,0,0,58,0,1,40757,0,4,0,0,0,0,1,0,3,0,500,270303,0,14,1,0,0,0,8,20
Yasmin,Saeed,1140503,0,0,0,560,3,0,1,15,223101,7002,1,166,2216,1,151821,0,0,57,0,1,40950,0,5,0,0,0,0,1,0,4,0,500,270304,3,14,1,0,0,0,7,0
Elizabeth,Simms,1140503,0,20,0,514,3,0,1,15,223101,5503,1,171,2216,1,143068,0,0,62,0,1,40757,0,4,0,0,0,0,1,0,3,0,500,270308,0,14,1,0,0,0,1,5
Robert,Massey-Ellis,30301,0,6,0,665,3,0,1,15,223101,26,1,174,60,0,146491,0,0,80,0,0,27078,0,5,0,0,0,0,1,0,1,0,500,270311,2,14,1,0,0,0,3,0
Sam,Mulhall,30301,0,6,243,118,0,0,1,15,223101,2021,1,177,60,0,148598,0,0,78,0,0,27036,0,10,0,0,0,0,1,0,2,0,500,270313,4,14,1,0,0,0,2,5
Jason,Richardson,30301,0,2,243,0,3,0,1,15,223101,47,1,179,60,0,148275,0,0,82,0,0,27099,0,5,0,0,0,0,1,0,2,0,500,270315,0,14,1,0,0,0,3,5
Elliott,Swallow,30301,0,3,0,655,0,0,1,15,223101,4010,1,181,60,1,150127,0,0,76,0,0,27036,0,10,0,0,0,0,1,0,2,0,500,270316,4,14,1,0,0,0,1,20
Richie,Watkins,30301,0,5,0,174,3,0,1,15,223101,3506,1,178,60,0,148183,0,0,77,0,0,27082,0,2,0,0,0,0,1,0,2,0,500,270317,4,14,1,0,0,0,1,1
Kaisley,Leal,1140503,0,0,0,512,0,0,1,0,223101,5501,1,174,2221,1,149203,0,0,65,0,1,40966,0,5,0,0,0,0,0,0,4,0,500,272634,3,95,1,0,0,0,1,0
Kaiya,Blackwell,1140503,0,20,0,615,1,0,1,0,223101,7005,1,176,2221,1,148570,0,0,67,0,1,40964,0,3,0,0,0,0,0,0,4,0,500,272635,3,95,1,0,0,0,2,6
Paisleigh,Monroe,1140503,0,2,0,500,0,0,1,0,223101,9503,1,176,2221,1,149504,0,0,68,0,1,40963,0,4,0,0,0,0,0,0,4,0,500,272636,0,95,1,0,0,0,2,2
Giovanna,Piñeda,1140503,0,20,0,504,0,0,1,0,223101,7012,1,177,2221,0,148122,0,0,68,0,1,40962,0,4,0,0,0,0,0,0,4,0,500,272637,1,95,1,0,0,0,2,20
Jaylani,Velazquez,1140503,0,21,0,71,2,0,1,0,223101,10004,1,173,2221,1,146733,0,0,59,0,1,40965,0,9,0,0,0,0,0,0,8,0,500,272638,3,95,1,0,0,0,1,0
Kimber,Burchfield,1140503,0,19,0,281,0,0,1,0,223101,9008,1,174,2221,1,146313,0,0,62,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,272639,3,95,1,0,0,0,1,6
Dilara,Dahmen,1140503,0,1,0,512,0,0,1,15,223101,5501,1,172,2215,1,146938,0,0,62,0,1,40954,0,8,0,0,0,0,0,0,2,0,500,275116,0,21,1,0,0,0,2,1
Nina,Kramermann,1140503,0,2,0,16,0,0,1,15,223101,5500,1,170,2215,1,146938,0,0,59,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,275117,2,21,1,0,0,0,8,2
Bea,Mühlendorf,1140503,0,5,0,623,1,0,1,15,223101,5502,1,170,2215,1,146938,0,0,59,0,1,40964,0,3,0,0,0,0,0,0,4,0,500,275118,3,21,1,0,0,0,8,5
Hilda,Schmitzenberg,1140503,0,16,0,77,0,0,1,15,223101,5503,1,171,2215,1,146938,0,0,60,0,1,40963,0,4,0,0,0,0,0,0,4,0,500,275119,0,21,1,0,0,0,2,16
Aina,Corella,1140503,0,1,0,615,3,0,1,15,223101,5505,1,168,2222,1,146938,0,0,60,0,1,40956,0,2,0,0,0,0,0,0,2,0,500,275120,4,45,1,0,0,0,8,1
Naroa,Lete,1140503,0,6,0,552,0,0,1,15,223101,5505,1,171,2222,1,150590,0,0,61,0,1,40962,0,4,0,0,0,0,0,0,4,0,500,275121,1,45,1,0,0,0,2,6
Leire,Perlas,1140503,0,12,0,928,0,0,1,15,223101,5506,1,173,2222,1,146938,0,0,61,0,1,40961,0,2,0,0,0,0,0,0,3,0,500,275122,3,45,1,0,0,0,2,12
Athenea,Pinilla,1140503,0,2,0,617,3,0,1,15,223101,5507,1,176,2222,1,146938,0,0,63,0,1,40958,0,8,0,0,0,0,0,0,2,0,500,275123,0,45,1,0,0,0,2,2
Eunate,Pazos,1140503,0,4,0,639,1,0,1,15,223101,5506,1,175,2222,1,146938,0,0,62,0,1,40964,0,3,0,0,0,0,0,0,4,0,500,275124,3,45,1,0,0,0,2,4
Ben,Atkinson,30301,0,6,287,221,3,0,1,15,223101,2,1,184,60,1,150064,0,0,81,0,0,27082,0,2,0,0,0,0,1,0,2,0,500,275992,4,14,1,0,0,0,2,6
Scott,Jackson,30301,0,2,0,167,3,0,1,15,223101,3517,1,181,60,0,148804,0,0,84,0,0,27071,0,2,0,0,0,0,1,0,2,0,500,275993,2,14,1,0,0,0,2,1
Danny,Middleton,30301,0,15,0,37,3,0,1,15,223101,33,1,184,60,0,149792,0,0,86,0,0,27099,0,5,0,0,0,0,1,0,2,0,500,275994,0,14,1,0,0,0,3,4
Jacob,Miles,30301,0,19,0,117,3,0,1,15,223101,32,1,179,60,0,150009,0,0,76,0,0,27112,0,5,0,0,0,0,1,0,2,0,500,275995,2,14,1,0,0,0,2,20
Scott,Simpson,30301,0,6,0,65,0,0,1,15,223101,41,1,184,60,0,148811,0,0,79,0,0,27036,0,10,0,0,0,0,1,0,2,0,500,275996,4,14,1,0,0,0,3,5
Scott,Tallis,30301,0,0,0,117,3,0,1,15,223101,3500,1,178,60,1,148677,0,0,86,0,0,27072,0,3,0,0,0,0,1,0,3,0,500,275997,4,14,1,0,0,0,3,4
Phoebe,Cross,1140503,0,6,0,910,0,0,1,15,223101,5517,1,168,2216,0,150344,0,0,67,0,1,40959,0,2,0,0,0,0,0,0,2,0,500,276010,2,14,1,0,0,0,7,20
Melissa,Burgin,1140503,0,6,0,536,0,0,1,15,223101,9522,1,166,2216,0,148789,0,0,63,0,1,40966,0,5,0,0,0,0,1,0,4,0,500,276011,3,14,1,0,0,0,8,6
Adewunmi,Soneye,30301,0,0,285,82,4,0,1,15,223101,3004,1,180,2216,1,149294,0,0,78,0,0,27050,0,9,0,0,0,0,1,0,9,0,500,276046,1,14,1,0,0,0,2,0
