topsecondlayerid,accessorytypethree,usekitwarmuppants,usewardrobeaccessory,bottomsecondlayertexturevariation,socktexturevariation,shoeid,usekitaccessory,accessorytypeone,accessorytypefour,useplayerarms,gkgloves,sockid,usewardrobesock,useshoe,useplayerlegs,leglength,accessorytypeonevariation,jerseykitid,gkglovetype,usekitgkgloves,gender,useplayershadow,bottomtexturevariation,usekitwarmupjacket,accessorytypefourvariation,outfitarmlength,bottomid,shortskitid,usekitsock,shoedesign,sockskitid,accessorytypethreevariation,topsecondlayertexturevariation,topbasetexturevariation,usekitwarmupbib,outfitid,usekitbottom,topbaseid,bottomsecondlayerid,accessorytypetwovariation,accessorytypetwo
0,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5717,0,100015,400070,0,0
100025,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5718,0,100020,400070,0,0
200090,0,0,1,4,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5719,0,100020,400074,0,0
200090,0,0,1,1,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5720,0,100020,400074,0,0
200090,0,0,1,6,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,5721,0,100020,400074,0,0
200090,0,0,1,2,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5722,0,100020,400074,0,0
200090,0,0,1,3,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5723,0,100020,400074,0,0
200090,0,0,1,0,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,5724,0,100020,400074,0,0
200090,0,0,1,0,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5725,0,100020,400074,0,0
200090,0,0,1,0,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,5726,0,100020,400074,0,0
200090,0,0,1,0,0,857,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5727,0,100020,400074,0,0
0,0,0,1,0,0,857,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5728,0,100020,400075,0,0
0,0,0,1,0,0,857,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5729,0,100020,400075,0,0
200025,0,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5730,0,100010,400070,0,0
200025,0,0,1,1,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5731,0,100010,400070,0,0
200025,0,0,1,3,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5732,0,100010,400070,0,0
200068,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,5733,0,100010,400070,0,0
200068,240,0,1,0,0,820,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,5734,0,100010,400070,0,0
123000,0,0,1,1,0,558,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6000,0,1,422160,0,0
123010,0,0,1,1,0,768,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6001,0,1,423005,0,0
123010,0,0,1,2,0,769,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6002,0,1,423005,0,0
123010,0,0,1,3,0,770,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6003,0,1,423005,0,0
123010,0,0,1,4,0,771,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,6004,0,1,423005,0,0
123010,0,0,1,5,0,772,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,6005,0,1,423005,0,0
123010,0,0,1,6,0,773,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,6006,0,1,423005,0,0
123010,0,0,1,7,0,774,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,6007,0,1,423005,0,0
123010,0,0,1,8,0,775,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,6008,0,1,423005,0,0
123010,0,0,1,9,0,776,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,6009,0,1,423005,0,0
123010,0,0,1,10,0,777,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,6010,0,1,423005,0,0
123010,0,0,1,11,0,778,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,6011,0,1,423005,0,0
123010,0,0,1,12,0,779,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,6012,0,1,423005,0,0
123010,0,0,1,13,0,780,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,6013,0,1,423005,0,0
123010,0,0,1,14,0,781,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,6014,0,1,423005,0,0
123010,0,0,1,15,0,782,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,6015,0,1,423005,0,0
123010,0,0,1,16,0,783,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,6016,0,1,423005,0,0
123010,0,0,1,17,0,784,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,6017,0,1,423005,0,0
123010,0,0,1,18,0,785,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0,6018,0,1,423005,0,0
123010,0,0,1,19,0,786,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,6019,0,1,423005,0,0
123010,0,0,1,20,0,787,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,6020,0,1,423005,0,0
123010,0,0,1,21,0,788,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,6021,0,1,423005,0,0
123010,0,0,1,22,0,789,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,6022,0,1,423005,0,0
123010,0,0,1,23,0,790,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,6023,0,1,423005,0,0
123010,0,0,1,24,0,791,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,6024,0,1,423005,0,0
123010,0,0,1,25,0,792,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,6025,0,1,423005,0,0
123010,0,0,1,26,0,793,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,6026,0,1,423005,0,0
123010,0,0,1,27,0,794,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,6027,0,1,423005,0,0
123010,0,0,1,28,0,795,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,6028,0,1,423005,0,0
123010,0,0,1,29,0,796,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,6029,0,1,423005,0,0
123010,0,0,1,30,0,797,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,6030,0,1,423005,0,0
123010,0,0,1,31,0,798,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,6031,0,1,423005,0,0
123010,0,0,1,32,0,799,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,0,0,6032,0,1,423005,0,0
123015,0,0,1,1,0,620,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6033,0,1,423010,0,0
123015,0,0,1,2,0,699,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6034,0,1,423010,0,0
123015,0,0,1,3,0,716,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6035,0,1,423010,0,0
123036,0,0,1,1,0,671,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6036,0,1,423021,0,0
123036,0,0,1,2,0,672,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6037,0,1,423021,0,0
123036,0,0,1,3,0,673,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6038,0,1,423021,0,0
123020,0,0,1,1,0,663,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6039,0,1,423015,0,0
123020,0,0,1,2,0,683,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6040,0,1,423015,0,0
123020,0,0,1,3,0,684,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6041,0,1,423015,0,0
123040,0,0,1,1,0,686,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6042,0,1,423025,0,0
123040,0,0,1,2,0,686,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6043,0,1,423025,0,0
123040,0,0,1,3,0,686,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6044,0,1,423025,0,0
123030,0,0,0,4,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6045,0,1,423030,0,0
122080,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046,0,1,422080,0,0
122080,0,0,1,0,0,580,0,272,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6047,0,1,422080,0,0
122080,0,0,1,0,0,580,0,271,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6048,0,1,422080,0,0
122081,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6049,0,1,422080,0,0
122082,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6050,0,1,422080,0,0
122083,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6051,0,1,422080,0,0
122081,0,0,1,0,0,580,0,271,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6052,0,1,422080,0,0
122082,0,0,1,0,0,580,0,271,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6053,0,1,422080,0,0
122083,0,0,1,0,0,580,0,271,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6054,0,1,422080,0,0
122081,0,0,1,0,0,580,0,272,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6055,0,1,422080,0,0
122082,0,0,1,0,0,580,0,272,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6056,0,1,422080,0,0
122083,0,0,1,0,0,580,0,272,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6057,0,1,422080,0,0
124031,0,0,1,0,0,1033,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6067,0,1,424031,0,0
124035,0,0,1,0,0,1034,0,0,0,0,0,9999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6068,0,1,424035,0,0
124035,0,0,1,1,0,1034,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6069,0,1,424035,0,0
124040,0,0,0,1,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6070,0,1,424020,0,0
124045,0,0,0,1,0,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6071,0,0,424040,0,0
124052,0,0,0,0,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6072,0,0,424042,0,0
122280,0,0,0,0,0,550,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422010,0,0,0,0,0,1,0,0,7000,0,1,0,0,0
122015,0,0,0,0,0,655,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422075,0,0,0,0,0,3,0,0,7001,0,1,0,0,0
122025,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,422105,0,0,0,0,0,2,0,0,7002,0,1,0,0,0
122285,0,0,0,0,0,626,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,422030,0,0,0,0,0,1,0,0,7003,0,1,0,0,0
122190,0,0,0,0,0,553,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,422060,0,0,0,0,0,17,0,0,7004,0,1,0,0,0
100900,0,0,0,0,0,626,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,400070,0,0,0,0,0,0,0,0,7005,0,1,0,0,0
100904,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,400100,0,0,0,0,0,0,0,0,7006,0,1,0,0,0
101490,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,422010,0,0,0,0,0,0,0,0,7007,0,1,0,0,0
100904,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422000,0,0,0,0,0,0,0,0,7008,0,1,0,0,0
101901,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,422015,0,0,0,0,0,2,0,0,7009,0,1,0,0,0
122285,0,0,0,0,0,626,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,422025,0,0,0,0,0,3,0,0,7010,0,1,0,0,0
122030,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,422030,0,0,0,0,0,7,0,0,7011,0,1,0,0,0
100600,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422040,0,0,0,0,0,7,0,0,7012,0,1,0,0,0
100600,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,422015,0,0,0,0,0,10,0,0,7013,0,1,0,0,0
103000,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422030,0,0,0,0,0,6,0,0,7014,0,1,0,0,0
122285,0,0,0,0,0,626,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,3,0,0,7015,0,1,0,0,0
122030,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,7,0,0,7016,0,1,0,0,0
100600,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,7,0,0,7017,0,1,0,0,0
100600,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,10,0,0,7018,0,1,0,0,0
103000,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,6,0,0,7019,0,1,0,0,0
100900,0,0,0,0,0,626,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,0,0,0,7020,0,1,0,0,0
100904,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,0,0,0,7021,0,1,0,0,0
101490,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,0,0,0,7022,0,1,0,0,0
122120,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,12,0,0,7023,0,1,0,0,0
101901,0,0,0,0,0,707,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,422060,0,0,0,0,0,17,0,0,7024,0,1,0,0,0
156001,0,0,1,1,0,5501,0,1000,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7030,0,1,456001,0,0
156002,0,0,1,1,0,5502,0,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7031,0,1,456002,0,0
126036,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7032,0,1,426024,0,0
126034,0,0,0,1,0,5012,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7033,0,1,426010,0,0
126031,0,0,0,1,0,5029,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7034,0,1,426001,0,0
126032,0,0,0,1,0,5026,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7035,0,1,426027,0,0
126030,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7036,0,1,426014,0,0
126024,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7037,0,1,426015,0,0
126020,0,0,0,1,0,5025,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7038,0,1,426032,0,0
126022,0,0,0,1,0,5015,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7039,0,1,426019,0,0
126012,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7040,0,1,426021,0,0
126007,0,0,0,1,0,5019,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7041,0,1,426011,0,0
126006,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7042,0,1,426013,0,0
126013,0,0,0,1,0,5030,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7043,0,1,426022,0,0
126035,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7044,0,1,426012,0,0
126029,0,0,0,1,0,5011,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7045,0,1,426005,0,0
126028,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7046,0,1,426016,0,0
126015,0,0,0,1,0,5020,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7047,0,1,426025,0,0
126014,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7048,0,1,426023,0,0
126008,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7049,0,1,426003,0,0
126021,0,0,0,2,0,5013,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7050,0,1,426015,0,0
126033,0,0,0,1,0,5027,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7051,0,1,426009,0,0
126011,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7052,0,1,426008,0,0
126010,0,0,0,1,0,5014,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7053,0,1,426007,0,0
126009,0,0,0,1,0,5016,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7054,0,1,426006,0,0
126001,0,0,0,1,0,5023,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7055,0,1,426034,0,0
126003,0,0,0,1,0,5032,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7056,0,1,426035,0,0
126002,0,0,0,1,0,5024,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7057,0,1,426029,0,0
126004,0,0,0,1,0,5021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7058,0,1,426033,0,0
126005,0,0,0,1,0,5031,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7059,0,1,426017,0,0
126018,0,0,0,1,0,5028,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7060,0,1,426020,0,0
126017,0,0,0,1,0,5022,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7061,0,1,426018,0,0
126016,0,0,0,1,0,5017,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7062,0,1,426028,0,0
126019,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7063,0,1,426031,0,0
126027,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7064,0,1,426026,0,0
126026,0,0,0,1,0,5010,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7065,0,1,426002,0,0
126025,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7066,0,1,426013,0,0
126023,0,0,0,1,0,5018,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7067,0,1,426004,0,0
156003,0,0,1,1,0,5503,0,1006,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7068,0,1,456003,0,0
156004,1010,0,1,1,0,5504,0,1008,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7069,0,1,456004,0,1009
156005,0,0,1,1,0,5505,0,1011,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7070,0,1,456005,0,1012
156006,0,0,1,1,0,5506,0,1013,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7071,0,1,456006,0,1014
156007,0,0,1,1,0,5507,0,1015,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7072,0,1,456007,0,1016
156008,0,0,1,1,0,5508,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7073,0,1,456008,0,0
156009,0,0,1,1,0,5509,0,1017,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7074,0,1,456009,0,0
156010,0,0,1,1,0,5510,0,1018,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7075,0,1,456010,0,1019
156011,0,0,1,1,0,5511,0,1020,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7076,0,1,456011,0,1021
156012,0,0,1,1,0,5512,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7077,0,1,456012,0,0
