firstnameid,lastnameid,playerjerseynameid,commonnameid,role4,role3,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,artificialkey,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,playerid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,overallrating,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode
36855,6880,6880,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,26669,1,1,1,-1,1,1,1,0,82,0,0,0,1,1,1,1,0,-1,0,0,1,4,0,1,0,0,161134,0,0,14,1,0,3,27,3,0,1,26669,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,80,0,1,1,0,-1,1,0,0,0
5245,12985,12985,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,135,1,0,-1,1,0,157192,16,0,0,1,2,1,0,0,45,0,0,0,0,1,0,26688,1,1,1,-1,1,1,1,0,83,0,0,0,1,1,1,1,0,-1,0,0,1,2,1,1,0,0,160252,0,0,14,1,0,3,27,2,0,1,26688,0,1,0,1,0,1,1,0,1,500,3,0,0,0,1,2,0,0,0,0,100,0,1,1,0,-1,1,0,0,0
5245,12986,12986,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,133,1,0,-1,1,0,157192,16,0,0,1,2,1,0,0,45,0,0,0,0,1,0,26689,1,1,1,-1,1,1,1,0,84,0,0,0,1,1,1,1,0,-1,0,0,1,9,1,1,0,0,160252,0,0,14,1,0,3,27,2,0,1,26689,0,1,0,1,0,1,4,0,1,500,3,0,0,0,1,2,0,0,0,0,103,0,1,1,0,-1,1,0,0,0
5551,14489,14489,0,0,0,0,0,0,11,30301,0,0,0,80,1,81,0,0,0,81,0,16,0,92,-1,91,90,0,0,0,84,1,0,89,15,73,91,1,0,88,87,223101,85,2028,82,90,90,0,-1,0,1,87,89,0,135,1,0,-1,93,0,157437,5,0,0,86,91,91,0,0,70,0,0,0,0,69,0,26690,1,91,5,-1,89,82,4,0,85,0,0,0,92,86,85,86,0,-1,0,0,1,9,1,1,0,0,161117,0,0,163,1,0,4,95,3,0,85,26690,0,1,0,4,0,84,9,0,91,500,3,0,0,0,1,2,0,0,0,0,90,0,88,94,0,-1,75,0,0,0
28175,12081,12081,0,0,0,0,0,0,35,30301,0,0,0,71,1,84,0,0,0,74,0,16,0,49,-1,81,69,0,0,0,80,1,0,55,25,75,80,1,0,80,82,223101,81,2028,75,84,48,0,-1,0,1,84,77,0,135,1,0,12,73,2,157498,23,0,0,85,71,77,0,0,65,0,0,0,0,91,0,26691,1,46,1,-1,82,84,4,0,86,0,0,0,61,84,80,45,0,-1,0,0,1,9,1,1,0,0,161117,0,0,54,1,0,4,72,3,0,75,26691,0,1,0,4,0,76,5,0,80,502,3,0,0,0,1,2,0,0,25,0,104,0,80,35,0,-1,76,0,0,0
13298,12985,12985,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,134,1,0,-1,1,0,157498,16,0,0,1,2,1,0,0,64,0,0,0,0,1,0,26692,1,1,1,-1,1,1,1,0,87,0,0,0,1,1,1,1,0,-1,0,0,1,9,1,1,0,0,160252,0,0,14,1,0,3,27,4,0,1,26692,0,1,0,1,0,1,5,0,1,500,3,0,0,0,1,2,0,0,0,0,102,0,1,1,0,-1,1,0,0,0
13298,12986,12986,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,132,1,0,-1,1,0,157192,16,0,0,1,2,1,0,0,66,0,0,0,0,1,0,26693,1,1,1,-1,1,1,1,0,88,0,0,0,1,1,1,1,0,-1,0,0,1,9,1,1,0,0,160252,0,0,14,1,0,3,27,4,0,1,26693,0,1,0,1,0,1,4,0,1,500,3,0,0,0,1,2,0,0,0,0,101,0,1,1,0,-1,1,0,0,0
13298,12987,12987,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,136,1,0,-1,1,0,157498,16,0,0,1,2,1,0,0,62,0,0,0,0,1,0,26694,1,1,1,-1,1,1,1,0,89,0,0,0,1,1,1,1,0,-1,0,0,1,1,1,1,0,0,160252,0,0,14,1,0,3,27,2,0,1,26694,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,90,0,1,1,0,-1,1,0,0,0
16274,31298,31298,0,0,0,0,0,0,38,30301,0,0,0,72,1,84,0,0,0,79,0,16,0,50,-1,84,77,0,0,0,82,1,0,55,15,74,82,1,0,80,92,223101,90,2028,77,84,58,0,-1,0,1,85,77,0,132,1,0,16,73,2,157345,27,0,0,86,72,75,0,0,64,0,0,0,0,91,0,26695,1,53,3,-1,83,86,4,0,90,0,0,0,66,84,82,50,0,-1,0,0,1,9,1,1,0,0,161117,0,0,54,2,0,4,75,2,0,75,26695,0,1,0,4,0,78,8,0,82,500,3,0,0,0,1,2,0,0,0,0,105,0,80,55,0,-1,75,0,0,0
13298,12990,12990,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,133,1,0,-1,1,0,157192,16,0,0,1,2,1,0,0,65,0,0,0,0,1,0,26697,1,1,1,-1,1,1,1,0,91,0,0,0,1,1,1,1,0,-1,0,0,1,2,1,1,0,0,160252,0,0,14,1,0,3,27,4,0,1,26697,0,1,0,1,0,1,1,0,1,500,3,0,0,0,1,2,0,0,0,0,102,0,1,1,0,-1,1,0,0,0
30377,26133,23680,0,0,15,0,0,13,112,240000,0,21,287,73,0,63,0,0,0,49,0,7,0,89,-1,84,70,0,0,0,79,15,0,88,15,66,88,12,0,85,84,244101,64,2028,52,71,91,0,-1,0,1505,74,73,0,184,1,0,10,89,3,144758,5,0,0,79,88,85,558088,0,75,0,2,0,262144,72,0,26709,9,90,4,-1,81,82,2,0,92,0,0,0,88,75,75,88,0,-1,0,0,10,3,0,1,0,0,160444,0,0,83,1,0,3,89,4,0,84,26709,0,7,0,1,4096,65,5,0,88,502,2,0,0,0,1,0,0,0,3,0,2,0,74,91,0,-1,48,0,0,0
31050,40340,18590,18590,0,0,0,0,0,31,30301,0,3,0,94,0,94,0,0,0,93,0,158,0,69,-1,92,93,0,0,0,93,1,0,74,14,93,95,1,0,95,97,223101,95,2028,92,96,68,0,-1,0,2508,96,95,0,186,1,0,14,89,1,145922,18,0,0,96,87,93,2097153,0,78,1,0,0,0,93,0,27018,1,72,5,-1,95,91,4,0,93,0,0,0,74,96,94,80,0,-1,0,0,1,3,0,1,0,0,159661,0,0,54,1,0,4,93,3,0,93,27018,0,1,0,4,0,93,4,0,95,501,2,0,0,0,1,0,0,0,14,0,5,0,95,72,0,-1,93,0,0,0
31050,40340,18590,18590,0,0,0,0,0,31,30301,0,3,0,94,0,94,0,0,0,93,0,158,0,69,-1,92,93,0,0,0,93,1,0,74,0,93,95,1,0,95,97,223101,95,2028,92,96,68,0,-1,0,2508,96,95,0,186,1,0,14,89,0,145922,18,0,0,96,87,93,2097153,0,78,0,0,0,0,93,0,27020,1,72,5,-1,95,91,4,0,94,0,0,0,74,96,94,80,0,-1,0,0,1,3,0,1,0,0,159853,1,0,54,1,0,4,93,4,0,93,27020,0,1,0,4,0,93,2,0,95,500,2,0,0,0,1,0,0,0,0,0,5,0,95,72,0,-1,93,0,0,0
29589,29589,29589,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27026,1,1,1,-1,1,1,1,0,95,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,161235,1,0,14,1,0,3,27,4,0,1,27026,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
13298,12988,12988,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,134,1,0,-1,1,0,157498,16,0,0,1,2,1,0,0,44,1,0,0,0,1,0,27086,1,1,1,-1,1,1,1,0,96,0,0,0,1,1,1,1,0,-1,0,0,1,9,1,1,0,0,161117,0,0,14,1,0,3,27,2,0,1,27086,0,1,0,1,0,1,3,0,1,500,3,0,0,0,1,2,0,0,0,0,102,0,1,1,0,-1,1,0,0,0
5245,12987,12987,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,132,1,0,-1,1,0,157498,16,0,0,1,2,1,0,0,51,1,0,0,0,1,0,27087,1,1,1,-1,1,1,1,0,97,0,0,0,1,1,1,1,0,-1,0,0,1,9,1,1,0,0,161117,0,0,14,1,0,3,27,3,0,1,27087,0,1,0,1,0,1,4,0,1,500,3,0,0,0,1,2,0,0,0,0,105,0,1,1,0,-1,1,0,0,0
13298,12989,12989,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,132,1,0,-1,1,0,157498,16,0,0,1,2,1,0,0,49,1,0,0,0,1,0,27088,1,1,1,-1,1,1,1,0,98,0,0,0,1,1,1,1,0,-1,0,0,1,2,1,1,0,0,161117,0,0,14,1,0,3,27,3,0,1,27088,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,99,0,1,1,0,-1,1,0,0,0
13298,12991,12991,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,132,1,0,-1,1,0,157498,16,0,0,1,2,1,0,0,49,1,0,0,0,1,0,27089,1,1,1,-1,1,1,1,0,99,0,0,0,1,1,1,1,0,-1,0,0,1,3,1,1,0,0,161117,0,0,14,1,0,3,27,4,0,1,27089,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,101,0,1,1,0,-1,1,0,0,0
13298,12992,12992,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,135,1,0,-1,1,0,157498,16,0,0,1,2,1,0,0,49,1,0,0,0,1,0,27090,1,1,1,-1,1,1,1,0,100,0,0,0,1,1,1,1,0,-1,0,0,1,9,1,1,0,0,161117,0,0,14,1,0,3,27,4,0,1,27090,0,1,0,1,0,1,7,0,1,500,3,0,0,0,1,2,0,0,0,0,102,0,1,1,0,-1,1,0,0,0
13298,12993,12993,0,0,0,0,0,0,0,30301,0,0,0,1,1,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,132,1,0,-1,1,0,157498,16,0,0,1,2,1,0,0,49,1,0,0,0,1,0,27091,1,1,1,-1,1,1,1,0,101,0,0,0,1,1,1,1,0,-1,0,0,1,3,1,1,0,0,161117,0,0,14,1,0,3,27,2,0,1,27091,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,99,0,1,1,0,-1,1,0,0,0
29783,9803,9803,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,27094,1,1,1,-1,1,1,1,0,102,0,0,0,1,1,1,1,0,-1,0,0,1,9,0,1,0,0,161134,0,0,14,1,0,3,27,4,0,1,27094,0,1,0,1,0,1,4,0,1,500,3,0,0,0,1,2,0,0,0,0,88,0,1,1,0,-1,1,0,0,0
29783,9804,9804,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,27095,1,1,1,-1,1,1,1,0,103,0,0,0,1,1,1,1,0,-1,0,0,1,9,0,1,0,0,161134,0,0,14,1,0,3,27,4,0,1,27095,0,1,0,1,0,1,3,0,1,500,3,0,0,0,1,2,0,0,0,0,81,0,1,1,0,-1,1,0,0,0
29783,9805,9805,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,27096,1,1,1,-1,1,1,1,0,104,0,0,0,1,1,1,1,0,-1,0,0,1,3,0,1,0,0,161134,0,0,14,1,0,3,27,2,0,1,27096,0,1,0,1,0,1,3,0,1,500,3,0,0,0,1,2,0,0,0,0,82,0,1,1,0,-1,1,0,0,0
29579,29579,29579,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27102,1,1,1,-1,1,1,1,0,105,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,161235,1,0,14,1,0,3,27,2,0,1,27102,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
29580,29580,29580,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,0,27103,1,1,1,-1,1,1,1,0,106,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,161235,0,0,14,1,0,3,27,3,0,1,27103,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,2,0,1,1,0,-1,1,0,0,0
29581,29581,29581,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27105,1,1,1,-1,1,1,1,0,107,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,161235,1,0,14,1,0,3,27,4,0,1,27105,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
10904,6215,6215,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,188,0,0,-1,1,0,140110,16,0,0,1,2,1,0,0,82,1,0,0,0,1,0,167198,1,1,1,-1,1,1,1,0,108,0,0,0,1,1,1,1,0,-1,0,0,1,4,0,1,0,0,161517,0,0,18,1,0,3,27,4,0,1,27116,0,1,1,1,0,1,3,0,1,500,3,0,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
10904,6215,6215,0,0,0,0,0,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,1,1,1,0,188,0,0,-1,1,0,140110,16,0,0,1,2,1,0,0,82,1,0,0,0,1,0,167198,1,1,1,-1,1,1,1,0,109,0,0,0,1,1,1,1,0,-1,0,0,1,4,0,1,0,0,160222,0,0,18,1,0,3,27,3,0,1,27126,0,1,2,1,0,1,3,0,1,500,3,0,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
29587,29587,29587,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,1,27201,1,1,1,-1,1,1,1,0,110,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,161235,1,0,14,1,0,3,27,3,0,1,27201,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
29588,29588,29588,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,1,27202,1,1,1,-1,1,1,1,0,111,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,161235,1,0,14,1,0,3,27,4,0,1,27202,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0
917,16467,16467,0,0,0,0,0,0,18,1140503,0,0,0,45,0,66,0,0,0,59,0,501,0,59,-1,67,55,0,0,0,59,1,0,54,0,46,66,1,0,66,59,223101,67,2028,60,62,62,0,-1,0,5500,65,72,0,165,0,0,-1,54,0,146600,14,0,0,67,61,63,0,0,75,0,0,0,0,80,1,27255,1,55,1,-1,72,49,4,0,112,0,0,0,66,69,63,56,0,-1,0,0,1,1,0,1,0,0,161235,1,0,163,2,0,3,61,4,0,69,27255,0,1,0,4,0,59,2,0,66,500,3,0,0,0,1,0,0,0,0,0,9,0,71,49,0,-1,47,0,0,0
28746,9031,9031,0,0,0,0,0,0,18,1140503,0,0,0,69,0,71,0,0,0,62,0,501,0,73,-1,74,51,0,0,0,70,8,0,74,0,66,75,9,0,75,69,223101,74,2028,55,75,64,0,-1,0,5500,75,64,0,162,0,0,-1,80,0,146600,14,0,0,79,79,78,0,0,75,0,0,0,0,65,1,27256,9,69,1,-1,79,70,2,0,113,0,0,0,78,65,74,60,0,-1,0,0,9,1,0,1,0,0,161235,1,0,18,1,0,3,75,4,0,80,27256,0,9,0,4,0,63,2,0,75,500,3,0,0,0,1,0,0,0,0,0,9,0,64,66,0,-1,60,0,0,0
13031,4094,4094,0,0,0,0,0,0,18,1140503,0,0,0,73,0,61,0,0,0,69,0,501,0,44,-1,76,55,0,0,0,72,1,0,58,0,77,73,1,0,74,74,223101,79,2028,55,71,45,0,-1,0,5500,72,69,0,166,0,0,-1,75,0,146600,14,0,0,77,76,75,0,0,75,0,0,0,0,70,1,27257,1,50,1,-1,79,60,4,0,114,0,0,0,74,68,77,51,0,-1,0,0,1,1,0,1,0,0,161235,1,0,14,1,0,3,69,2,0,82,27257,0,1,0,4,0,63,2,0,73,500,3,0,0,0,1,0,0,0,0,0,9,0,69,52,0,-1,50,0,0,0
30983,11675,11675,0,0,0,0,0,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,0,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2028,1,1,1,0,-1,0,5500,1,1,0,184,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,1,0,0,0,1,1,27262,1,1,1,-1,1,1,1,0,115,0,0,0,1,1,1,1,0,-1,0,0,1,1,0,1,0,0,161235,0,0,14,1,0,3,27,4,0,1,27262,0,1,0,1,0,1,2,0,1,500,3,0,0,0,1,0,0,0,0,0,202,0,1,1,0,-1,1,0,0,0
31535,40227,31534,31534,0,0,0,0,31,140,60000,1,0,0,89,1,94,0,0,0,89,0,6,0,40,-1,85,86,2,0,0,88,8,0,31,15,89,92,15,0,92,94,240101,92,2028,92,96,31,0,-1,1,1015,95,90,0,180,1,0,18,83,1,145160,27,0,0,95,80,86,5242889,0,78,0,2,0,8388608,88,0,28130,14,38,5,-1,91,91,4,0,116,0,0,0,68,93,90,52,0,-1,0,0,15,9,0,1,0,16,160432,0,0,54,1,0,4,85,4,0,82,28130,0,7,0,4,0,89,7,0,92,500,2,0,0,0,1,0,0,0,0,0,21,6,91,37,14,-1,82,0,0,0
17965,40205,40172,40172,0,9,0,0,18,127,2290103,1,0,27,85,1,93,0,0,0,87,0,280,0,78,7,85,81,2,0,0,83,13,0,85,0,85,87,9,0,85,89,250101,86,2028,74,90,76,0,-1,0,1501,89,86,0,172,1,0,14,75,0,143075,16,0,0,86,80,84,205525000,1,68,1,2,0,1048576,87,0,28765,11,78,4,-1,88,86,4,0,117,0,0,0,77,88,86,67,0,-1,0,0,14,9,0,1,0,0,161228,0,0,54,2,0,3,83,5,0,93,28765,0,10,0,3,512,79,10,0,87,501,2,0,0,0,6,0,0,0,15,0,2,1,87,79,18,-1,81,0,0,0
9331,4250,4250,0,0,0,0,0,41,142,30401,0,20,287,83,1,84,0,0,0,88,0,55,0,27,-1,76,88,0,0,0,77,15,0,26,15,76,87,15,0,85,91,242101,85,2028,88,85,22,0,-1,0,1553,87,83,0,189,1,0,-1,80,1,145475,25,0,0,93,74,85,32,0,75,0,2,0,4194304,80,0,30110,9,34,4,-1,84,81,3,0,118,0,0,0,58,76,81,83,0,-1,0,0,6,2,1,1,0,0,160890,0,0,9,1,0,3,68,2,0,76,30110,0,8,0,3,0,85,3,0,87,500,2,0,0,0,1,2,0,0,0,0,4,1,80,34,2,-1,87,0,0,3
7397,6156,6156,0,0,0,0,0,0,11,30301,0,3,28,21,0,47,0,0,0,26,0,8,0,60,-1,20,34,0,0,0,20,6,0,51,0,21,56,10,0,49,41,223101,26,2028,18,26,54,0,-1,0,53,31,62,0,178,0,0,-1,52,0,152444,5,0,0,25,53,31,0,0,72,0,0,0,0,59,0,31003,9,54,1,-1,26,24,1,0,119,0,0,0,44,57,24,49,0,-1,0,0,13,9,0,1,0,0,161628,1,0,14,1,0,3,47,3,0,64,31003,0,7,0,1,0,23,3,0,50,500,3,0,0,0,1,2,0,0,0,0,2,0,60,53,0,-1,29,0,0,3
22899,10897,10897,0,0,0,0,0,0,11,30301,0,21,259,28,0,42,0,0,0,28,0,239,0,56,-1,23,39,0,0,0,18,6,0,48,0,25,52,8,0,41,36,223101,34,2028,17,24,56,0,-1,0,1004,30,58,0,180,0,0,-1,52,0,152444,5,0,0,27,51,33,0,0,79,0,0,0,0,61,0,31004,7,52,1,-1,28,23,1,0,120,0,0,0,44,57,28,46,0,-1,0,0,11,9,0,1,0,0,161517,1,0,14,1,0,3,46,4,0,57,31004,0,9,0,1,0,23,6,0,48,500,3,0,0,0,1,2,0,0,0,0,1,0,58,50,0,-1,28,0,0,21
24023,22787,22787,0,0,0,0,0,0,11,30301,0,16,0,22,0,45,0,0,0,23,0,1074,0,55,-1,29,33,0,0,0,24,14,0,47,0,21,53,7,0,45,43,223101,29,2028,22,26,53,0,-1,0,55,34,60,0,170,0,0,-1,50,0,152444,5,0,0,33,52,35,0,0,76,0,0,0,0,63,0,31005,5,52,1,-1,25,24,1,0,121,0,0,0,46,64,25,47,0,-1,0,0,6,1,0,1,0,0,161517,1,0,14,1,0,3,48,4,0,60,31005,0,12,0,1,0,26,2,0,49,500,3,0,0,0,1,2,0,0,0,0,8,0,62,54,0,-1,21,0,0,3
39776,35454,35459,35459,0,0,0,0,0,11,30301,0,21,0,23,0,48,0,0,0,26,0,502,0,61,-1,26,36,0,0,0,22,10,0,48,0,28,55,11,0,46,42,223101,27,2028,16,27,57,0,-1,0,563,33,61,0,174,0,0,-1,55,0,152444,5,0,0,28,52,33,0,0,71,0,0,0,0,64,0,31006,7,52,1,-1,31,22,1,0,122,0,0,0,43,64,28,40,0,-1,0,0,13,9,0,1,0,0,161517,1,0,14,1,0,3,46,2,0,55,31006,0,9,0,1,0,22,2,0,49,500,3,0,0,0,1,2,0,0,0,0,1,0,62,47,0,-1,21,0,0,21
24887,7536,7536,0,0,0,0,0,0,11,30301,0,19,251,24,0,43,0,0,0,21,0,1062,0,55,-1,24,39,0,0,0,19,10,0,53,0,27,53,8,0,46,42,223101,26,2028,22,20,60,0,-1,0,1533,31,55,0,178,0,0,-1,52,0,152444,5,0,0,34,51,33,0,0,76,0,0,0,0,55,0,31007,10,52,1,-1,25,25,1,0,123,0,0,0,45,56,25,43,0,-1,0,0,10,6,0,1,0,0,161517,1,0,14,1,0,3,41,3,0,57,31007,0,12,0,1,0,25,3,0,49,500,3,0,0,0,1,2,0,0,0,0,2,0,55,48,0,-1,25,0,0,19
